Overall Qual,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Cars,Transformed Mas Vnr Area,Transformed Lot Area,Transformed 1st Flr SF,Transformed Gr Liv Area,Transformed Pool Area,Neighborhood_Gilbert,Neighborhood_GrnHill,Neighborhood_NWAmes,Neighborhood_NridgHt,Neighborhood_StoneBr,Neighborhood_Veenker,Roof Matl_ClyTile,Roof Matl_CompShg,Roof Matl_Tar&Grv,Roof Matl_WdShngl,Mas Vnr Type_None,Garage Type_2Types,Garage Type_None,Misc Feature_Elev,Kitchen Qual_encoded,Pool QC_encoded,Bsmt Exposure_encoded,Functional_encoded,Has Garage
6,2,1,3,1,6,1,2,4.8,9.84,6.67,7.36,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,2,7,1
6,1,0,2,1,5,1,2,4.88,9.26,7.01,7.01,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,3,7,1
7,2,0,3,1,6,1,2,4.63,9.25,7.54,7.54,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,3,7,1
7,2,1,4,1,8,1,2,4.23,9.26,6.85,7.53,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
6,2,0,3,1,7,1,2,5.06,9.23,7.43,7.43,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
7,3,1,5,1,12,2,2,5.22,9.72,7.24,7.93,6.25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,2,1,7,1
6,2,1,3,1,6,1,2,0.0,9.35,6.7,7.35,0.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
7,1,0,2,1,5,1,2,5.53,9.2,6.99,6.99,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,4,7,1
7,2,1,3,1,8,1,2,0.0,9.16,6.87,7.75,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
6,3,0,3,1,8,1,2,5.52,9.26,7.01,7.54,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
5,1,1,3,1,6,0,2,0.0,9.22,6.98,6.98,0.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
7,2,1,4,1,8,1,2,0.0,9.22,6.73,7.42,0.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
6,1,1,3,1,5,1,2,4.61,9.22,7.18,7.18,6.48,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,2,1,7,1
6,2,0,3,1,6,0,2,5.18,9.21,7.01,7.01,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
5,1,0,3,1,6,0,1,0.0,9.67,7.0,7.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,2,7,1
4,1,0,3,1,5,0,1,0.0,9.14,6.76,6.76,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
4,1,0,3,1,5,0,0,0.0,9.0,6.76,6.76,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,1,7,0
4,1,0,3,1,5,0,2,0.0,8.88,6.77,6.77,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
6,2,0,2,1,4,0,2,0.0,9.08,7.26,7.26,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
6,1,1,3,1,6,0,2,6.24,7.92,6.27,7.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
5,1,1,3,1,7,1,2,5.3,7.68,6.64,7.22,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,6,1
6,1,1,2,1,5,0,1,6.01,7.58,6.18,6.9,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
6,1,1,3,1,6,0,1,5.94,7.54,6.2,6.94,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
6,1,1,3,1,7,0,0,5.47,7.43,6.51,7.11,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,1,7,0
6,1,1,3,1,7,0,1,5.64,7.43,6.51,7.11,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
6,1,1,2,1,5,0,1,6.22,7.43,6.18,6.86,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
6,1,1,3,1,6,0,1,6.22,7.43,6.27,7.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
6,1,1,2,1,5,1,1,5.7,7.43,6.18,6.9,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
6,2,0,2,1,4,1,2,0.0,8.3,6.98,6.98,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,1,0,3,1,6,1,1,0.0,8.92,7.24,7.24,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,2,7,1
5,1,0,3,1,6,1,1,0.0,8.97,6.8,6.8,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,3,7,1
7,2,0,2,1,4,0,1,0.0,7.73,6.96,6.96,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
6,2,1,3,1,6,1,2,0.0,7.69,6.75,7.28,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
9,2,0,3,1,8,1,3,4.2,9.73,7.59,7.59,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,3,7,1
9,2,1,4,1,11,1,3,5.38,9.7,7.46,7.86,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,1,7,1
9,3,1,4,1,9,0,3,5.92,9.7,7.13,7.86,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,3,7,1
8,2,0,2,1,6,1,3,5.45,9.69,7.39,7.39,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,3,7,1
10,2,1,2,1,7,1,3,0.0,9.54,7.64,7.64,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,5,0,4,7,1
7,2,0,4,1,8,0,3,5.33,9.41,7.46,7.46,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
9,2,0,2,1,7,1,3,6.34,9.6,7.53,7.53,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,4,7,1
9,2,0,3,1,8,1,3,5.94,9.68,7.52,7.52,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,4,7,1
8,3,1,4,1,9,1,3,5.94,9.56,7.06,7.77,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,3,7,1
8,3,1,4,1,9,1,3,4.89,9.5,7.03,7.81,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,3,7,1
9,2,1,4,1,10,1,3,6.27,9.55,7.02,7.7,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,3,7,1
8,2,1,3,1,8,1,3,5.19,9.23,6.95,7.65,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,2,7,1
9,2,1,3,1,8,1,2,5.96,9.2,7.39,7.65,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,3,7,1
9,3,0,4,1,11,2,3,5.66,9.39,7.08,7.75,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,1,7,1
8,2,1,3,1,8,1,2,0.0,9.46,7.1,7.72,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,5,0,3,7,1
8,2,1,4,1,10,1,3,0.0,9.28,6.96,7.78,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,4,0,4,7,1
8,2,1,4,1,10,1,3,4.96,9.36,7.34,7.77,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,3,7,1
9,2,0,3,1,8,3,3,0.0,9.42,7.57,7.57,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,5,0,4,7,1
8,2,1,3,1,8,1,3,6.67,9.31,7.02,7.59,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,2,7,1
9,2,0,2,1,6,1,3,6.07,9.53,7.49,7.49,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,4,7,1
9,2,0,2,1,7,1,3,6.51,9.6,7.48,7.48,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,4,7,1
9,2,0,2,1,6,1,3,6.33,9.38,7.49,7.49,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,4,7,1
9,2,1,4,1,10,2,3,6.77,9.92,7.52,7.91,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,1,7,1
8,2,1,3,1,8,1,2,5.64,9.3,6.97,7.55,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,3,7,1
8,2,1,3,1,9,1,3,4.73,9.49,7.26,7.56,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
7,2,0,2,1,6,1,2,5.48,8.86,7.22,7.22,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,3,7,1
9,2,0,2,1,6,1,2,5.63,8.68,7.36,7.36,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,1,7,1
7,2,0,2,1,6,1,2,4.55,8.85,7.22,7.22,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
7,2,0,2,1,6,1,2,4.55,8.82,7.22,7.22,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
9,2,0,1,1,6,1,3,6.25,8.95,7.43,7.43,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,1,7,1
9,2,0,2,1,6,1,2,6.35,8.76,7.42,7.42,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
7,2,0,2,1,6,1,2,5.1,8.05,7.25,7.25,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
6,2,0,3,1,6,1,2,0.0,9.23,7.18,7.18,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
6,2,1,3,1,8,1,2,0.0,9.23,6.59,7.28,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
7,2,1,3,1,8,0,2,0.0,9.23,6.61,7.31,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
7,2,1,3,1,7,1,2,0.0,9.75,6.5,7.31,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,3,7,1
7,2,1,4,1,9,1,3,0.0,9.55,6.78,7.53,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,3,7,1
6,2,0,3,1,6,0,2,0.0,9.36,7.19,7.19,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,3,7,1
6,2,1,3,1,8,0,2,0.0,9.65,6.59,7.28,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
8,2,1,4,1,9,1,3,5.47,9.36,6.96,7.77,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,7,1
7,2,1,3,1,8,0,2,0.0,9.11,6.61,7.31,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
7,2,0,2,1,6,1,2,2.71,8.04,7.22,7.22,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,7,1
7,2,0,2,1,7,1,2,2.94,8.07,7.35,7.35,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,4,7,1
8,2,0,2,1,7,1,2,3.71,8.07,7.28,7.28,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,4,7,1
7,2,0,2,1,5,1,2,3.71,7.99,7.32,7.32,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,7,1
7,2,0,2,1,6,1,2,2.94,8.03,7.25,7.25,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
7,2,0,2,1,7,1,2,2.94,8.03,7.35,7.35,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
7,2,0,2,1,5,0,2,2.83,8.01,7.13,7.13,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,7,1
7,2,0,2,1,6,0,2,2.71,8.01,7.04,7.04,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,4,7,1
7,2,0,2,1,6,1,2,4.98,8.01,7.32,7.32,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,4,7,1
8,2,0,1,1,7,1,3,0.0,8.29,7.36,7.36,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,3,7,1
7,2,0,2,1,6,1,3,3.83,8.31,7.31,7.31,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,7,1
5,2,1,4,1,7,1,2,0.0,10.0,6.6,7.52,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,3,7,1
6,2,1,3,1,7,1,2,0.0,8.97,6.69,7.32,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
8,2,1,3,1,6,1,2,0.0,9.11,6.56,7.25,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,3,7,1
7,2,1,3,1,7,1,2,0.0,9.12,6.74,7.38,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,3,7,1
8,2,1,3,1,7,1,2,3.71,9.32,7.28,7.57,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
7,2,1,3,1,8,1,2,0.0,8.97,6.69,7.32,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
6,2,1,3,1,7,1,2,0.0,9.0,6.86,7.42,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
6,2,1,3,1,9,1,2,0.0,9.07,6.92,7.54,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
7,2,1,4,1,10,1,2,0.0,9.33,6.86,7.54,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
6,2,1,3,1,7,1,2,0.0,9.29,6.87,7.42,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
7,3,1,4,1,8,0,3,0.0,9.4,6.99,7.75,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
7,2,1,4,1,8,1,2,5.71,9.08,6.91,7.74,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
8,2,1,3,1,7,1,3,6.05,9.15,7.25,7.78,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
8,2,1,3,1,7,1,3,5.49,9.18,6.98,7.59,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
8,2,1,3,1,7,1,3,5.78,9.16,7.1,7.71,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,2,7,1
10,3,1,4,1,10,1,3,7.23,10.48,7.51,8.2,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,4,7,1
9,2,1,4,1,9,1,3,6.78,9.13,7.34,7.96,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,3,7,1
8,2,1,3,1,7,1,2,6.27,9.39,6.99,7.56,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,7,1
8,2,1,4,1,10,1,2,6.48,9.4,7.06,7.72,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
8,2,1,4,1,9,1,3,5.99,9.21,7.21,7.91,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
9,3,1,4,1,11,1,3,6.61,9.76,7.57,8.16,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,4,7,1
8,2,1,4,1,9,1,3,6.22,9.23,7.17,7.82,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,4,7,1
8,2,1,4,1,8,1,3,5.97,9.22,7.09,7.83,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
8,2,1,3,1,8,1,3,6.04,9.44,7.36,7.94,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
8,2,1,3,1,8,1,2,5.26,9.43,7.02,7.58,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
8,2,1,2,1,6,1,3,0.0,9.63,7.42,7.42,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
8,1,1,1,1,8,1,3,0.0,9.95,7.65,7.65,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,2,7,1
8,2,0,3,1,8,1,2,6.04,9.23,7.42,7.42,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,2,7,1
7,2,0,3,1,7,0,3,5.43,9.07,7.39,7.39,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,7,1
8,2,0,3,1,7,0,2,4.11,9.3,7.32,7.32,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
8,2,0,2,1,5,0,2,0.0,9.06,7.15,7.15,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
9,3,1,3,1,11,1,3,0.0,9.49,7.62,7.88,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,1,7,1
8,2,0,3,1,7,1,2,0.0,9.33,7.31,7.31,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
8,2,1,3,1,8,1,3,0.0,9.28,7.0,7.57,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,2,7,1
7,2,1,3,1,6,0,2,0.0,9.0,6.63,7.35,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
6,2,1,3,1,7,0,2,0.0,9.0,6.76,7.45,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
7,2,1,3,1,6,0,2,0.0,9.0,6.66,7.36,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
6,2,0,2,1,5,0,2,4.23,8.88,7.14,7.14,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
7,2,0,3,1,6,1,2,0.0,8.92,7.14,7.14,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
7,2,0,2,1,5,1,2,0.0,8.88,7.17,7.17,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
6,1,1,3,1,5,0,0,0.0,8.95,7.04,7.04,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,4,0,2,7,0
7,2,0,3,1,6,0,2,4.78,9.31,7.24,7.24,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,7,1
6,1,1,3,1,6,0,0,0.0,9.48,7.03,7.03,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,4,0,1,7,0
6,1,1,3,1,6,0,2,0.0,9.48,7.04,7.04,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
6,1,1,3,1,5,0,2,0.0,9.48,7.06,7.06,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
7,2,1,3,1,8,0,2,5.15,8.96,6.79,7.43,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
7,2,1,3,1,7,0,2,4.57,8.94,6.72,7.37,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
6,2,1,3,1,7,0,2,0.0,9.02,6.85,7.52,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
6,2,1,3,1,7,0,2,0.0,8.88,6.7,7.38,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
6,2,1,3,1,7,0,2,0.0,9.15,6.74,7.46,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
6,2,0,2,1,5,0,2,0.0,8.88,7.24,7.24,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
6,2,0,2,1,5,0,2,0.0,8.88,7.1,7.1,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
6,2,1,3,1,6,0,2,0.0,9.11,6.46,7.19,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
4,1,0,2,1,5,0,1,0.0,9.09,6.96,6.96,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,1,0,3,1,6,0,1,0.0,8.96,6.87,6.87,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,1,0,3,1,6,0,2,3.95,9.12,6.9,6.9,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
5,2,0,6,2,10,0,2,5.82,9.12,7.46,7.46,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
6,2,0,4,2,10,0,2,0.0,9.1,7.16,7.41,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,7,1
5,1,0,2,1,6,1,2,0.0,9.13,7.1,7.1,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,6,1
6,1,0,3,1,6,1,2,3.85,9.04,7.1,7.1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,7,1
5,1,0,3,1,5,0,1,0.0,9.14,6.89,6.89,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,1,0,3,1,5,0,1,4.51,9.04,6.81,6.81,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
5,1,0,2,1,5,0,2,0.0,9.06,6.83,6.83,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,1,1,3,1,5,0,1,0.0,9.48,6.93,6.93,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,1,0,3,1,5,0,1,4.74,9.51,6.84,6.84,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
5,1,0,3,1,6,0,0,0.0,8.99,6.82,6.82,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,1,7,0
5,1,0,3,1,6,1,1,0.0,8.85,7.12,7.12,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,1,0,3,1,6,1,1,0.0,9.08,6.85,6.85,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,2,7,1
7,2,0,3,1,9,4,2,4.98,9.57,7.67,7.88,6.69,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,4,4,4,1
8,2,1,4,1,9,1,2,5.65,9.68,7.17,7.79,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
8,2,1,3,1,9,3,3,6.54,9.31,7.33,7.95,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,4,7,1
8,2,1,5,1,10,1,3,0.0,9.58,7.21,7.83,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
7,2,1,4,1,9,1,2,0.0,9.5,7.06,7.74,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
8,2,0,2,1,5,1,3,0.0,9.43,7.39,7.39,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
7,1,1,1,1,5,1,2,0.0,8.2,7.04,7.04,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
8,1,1,1,1,4,1,2,0.0,8.11,7.13,7.13,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
7,2,1,2,1,4,0,2,0.0,8.06,6.26,7.09,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
7,2,1,2,1,4,0,2,0.0,7.84,6.26,7.11,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
7,2,1,2,1,4,0,2,0.0,7.84,6.26,7.11,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
7,2,1,2,1,4,0,2,0.0,8.06,6.26,7.09,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
6,2,1,2,1,4,0,2,6.24,8.01,6.65,7.33,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
7,2,1,3,1,6,0,2,5.39,8.23,6.57,7.28,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
7,2,1,3,1,6,0,2,0.0,7.88,6.51,7.23,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
7,2,1,2,1,4,0,2,0.0,8.4,6.27,6.99,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
7,2,1,3,1,6,1,1,0.0,9.03,6.75,7.44,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
8,2,0,3,1,6,1,2,0.0,8.88,7.36,7.36,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
8,1,1,2,1,6,1,2,0.0,9.16,7.31,7.31,0.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,5,0,3,7,1
6,1,1,3,1,6,1,2,0.0,9.33,7.1,7.1,0.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,0,1,7,1
8,1,0,1,1,4,3,2,0.0,8.23,7.12,7.12,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,4,7,1
8,1,0,1,1,4,1,2,0.0,8.2,6.94,6.94,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,4,7,1
8,1,0,1,1,4,1,2,0.0,8.26,7.11,7.11,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,4,7,1
8,1,0,1,1,4,1,2,0.0,8.26,7.11,7.11,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,4,7,1
9,0,1,0,1,5,1,3,0.0,10.83,7.52,7.52,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,4,0,4,7,1
5,2,0,2,1,6,0,2,4.98,9.48,7.09,7.09,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
7,3,0,4,1,8,1,2,4.97,9.23,7.11,7.56,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
7,2,0,3,1,9,1,2,0.0,9.94,7.68,7.68,0.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
6,2,1,3,1,7,1,2,6.04,9.37,6.56,7.26,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
6,2,1,4,1,9,1,2,5.4,9.31,7.32,7.88,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,2,7,1
6,1,2,4,1,8,1,2,5.67,9.25,6.92,7.49,0.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3,0,1,5,1
