Overall Qual,Overall Cond,House Age,Restore Age,Full Bath,TotRms AbvGrd,Fireplaces,Garage Cars,Transformed Lot Frontage,Transformed Mas Vnr Area,Transformed BsmtFin SF 1,Transformed Bsmt Unf SF,Transformed Total Bsmt SF,Transformed Garage Area,Transformed Lot Area,Transformed 1st Flr SF,Transformed 2nd Flr SF,Transformed Gr Liv Area,Transformed Open Porch SF,MS SubClass_60,Mas Vnr Type_None,Foundation_CBlock,Foundation_PConc,Garage Type_Attchd,Garage Type_Detchd,Exter Qual_encoded,Bsmt Qual_encoded,Heating QC_encoded,Kitchen Qual_encoded,Fireplace Qu_encoded,Bsmt Exposure_encoded,BsmtFin Type 1_encoded,Garage Finish_encoded,Garage Age
6,8,80,23,2,9,1,1,4.13,0.0,6.65,4.65,6.94,5.2,8.89,7.27,6.79,7.75,0.0,0,1,1,0,0,1,3,3,5,4,3,1,5,1,80
6,7,68,21,2,7,2,2,4.71,4.67,7.08,5.68,7.3,6.03,9.58,7.52,0.0,7.52,4.48,0,0,0,1,1,0,3,3,5,4,3,1,6,3,68
7,6,85,41,1,6,2,1,4.33,0.0,6.02,5.97,6.69,5.48,9.48,6.87,6.66,7.46,0.0,0,1,1,0,1,0,3,3,3,3,4,1,4,1,85
6,5,72,72,2,7,2,2,4.11,5.22,3.58,6.81,7.5,6.11,9.95,7.72,0.0,7.72,4.8,0,0,1,0,0,0,3,4,3,4,4,2,5,1,72
6,4,65,65,1,6,3,2,4.16,6.05,6.29,0.0,7.35,6.36,10.15,7.35,0.0,7.35,4.33,0,0,1,0,1,0,3,3,3,3,3,2,2,2,65
6,6,57,57,2,7,2,2,4.16,0.0,6.7,6.52,7.31,6.32,9.98,7.31,0.0,7.31,0.0,0,1,0,1,1,0,3,4,5,3,4,1,4,2,57
6,6,45,45,1,5,1,2,3.22,0.0,5.8,5.23,6.25,6.14,7.49,6.27,6.25,6.95,0.0,0,1,1,0,0,1,3,4,4,3,3,1,6,1,45
4,5,30,29,2,7,0,2,4.29,0.0,0.0,7.43,7.43,6.44,9.79,7.43,0.0,7.43,0.0,0,1,0,1,1,0,3,4,4,4,0,1,1,1,29
8,5,37,37,1,4,0,2,3.58,0.0,6.36,6.06,6.91,6.23,8.27,6.93,0.0,6.93,0.0,0,1,1,0,1,0,3,4,4,3,0,4,6,1,37
7,5,54,54,2,7,2,2,4.11,6.48,6.08,7.14,7.44,6.44,9.94,7.44,0.0,7.44,4.99,0,0,1,0,1,0,3,4,5,3,3,1,3,3,54
6,3,68,50,3,9,2,2,4.16,0.0,7.11,6.71,7.62,6.18,10.39,7.83,0.0,7.83,0.0,0,1,0,1,1,0,4,3,3,3,3,1,3,2,50
8,5,39,39,2,6,1,2,4.26,0.0,0.0,5.63,5.63,6.54,9.8,7.91,0.0,7.91,4.17,0,1,1,0,1,0,4,4,4,4,4,1,1,3,39
5,7,106,20,2,7,0,0,4.45,0.0,0.0,6.68,6.68,0.0,9.05,6.91,6.26,7.33,0.0,0,1,1,0,0,0,3,3,3,2,0,1,1,0,0
6,7,85,75,1,6,0,2,3.93,0.0,5.93,5.85,6.58,6.58,8.85,6.58,6.21,7.1,0.0,0,1,0,0,0,1,3,3,4,4,0,1,5,3,60
5,6,84,75,1,5,0,2,3.93,0.0,4.76,6.41,6.58,5.89,8.52,6.69,0.0,6.69,0.0,0,1,1,0,0,1,3,3,1,3,0,3,4,1,84
5,7,100,22,2,6,0,0,3.93,0.0,0.0,6.84,6.84,0.0,8.89,6.84,6.5,7.38,0.0,0,1,0,0,0,0,4,3,5,3,0,1,1,0,0
4,5,86,75,1,4,0,1,3.93,0.0,0.0,6.6,6.6,5.58,8.71,6.65,5.86,7.02,0.0,0,1,0,1,0,1,3,3,4,3,0,1,1,1,46
5,6,102,26,2,6,0,2,3.93,0.0,6.31,5.74,6.76,6.18,9.11,6.85,6.79,7.51,0.0,0,1,0,0,0,1,3,4,5,4,0,1,5,0,0
5,7,103,75,1,5,0,1,3.85,0.0,0.0,6.71,6.71,4.62,8.21,6.71,0.0,6.71,0.0,0,1,0,0,0,1,3,3,5,3,0,1,1,1,103
6,5,105,75,1,6,1,1,4.09,0.0,0.0,6.92,6.92,5.73,9.02,6.92,0.0,6.92,3.14,0,1,0,0,0,1,3,3,3,3,4,1,1,1,105
5,2,105,75,1,6,0,1,4.11,0.0,0.0,6.87,6.87,5.83,9.1,6.98,0.0,6.98,0.0,0,1,0,0,0,1,3,2,4,3,0,1,1,1,105
5,5,75,75,1,6,0,1,4.33,0.0,6.04,6.2,6.81,5.65,9.53,6.81,6.48,7.35,0.0,0,1,1,0,1,0,3,3,3,3,0,1,4,1,75
2,4,86,75,1,4,0,1,4.17,0.0,0.0,0.0,0.0,5.55,9.31,6.46,0.0,6.74,0.0,0,1,0,0,0,1,3,0,5,3,0,0,0,1,75
5,6,130,19,2,9,0,0,4.33,0.0,0.0,6.86,6.86,0.0,9.02,6.94,6.86,7.6,0.0,0,1,1,0,0,0,3,3,2,3,0,1,1,0,0
4,6,68,45,1,6,0,2,4.19,0.0,6.88,4.67,6.98,6.58,8.79,6.98,0.0,6.98,6.1,0,1,1,0,0,1,3,3,4,3,0,1,6,1,40
5,9,95,18,1,5,0,1,4.11,0.0,6.6,4.62,6.73,5.38,8.71,6.91,0.0,6.91,0.0,0,1,0,0,0,1,4,3,5,4,0,1,5,1,95
8,5,19,18,2,5,1,2,4.09,6.16,7.36,0.0,7.36,6.21,8.62,7.39,0.0,7.39,0.0,0,0,0,1,1,0,4,4,4,4,4,4,6,3,19
8,5,19,18,2,5,1,2,3.81,6.18,7.36,0.0,7.36,6.29,8.47,7.39,0.0,7.39,0.0,0,0,0,1,1,0,4,4,5,4,4,4,6,3,19
6,6,46,46,2,5,1,2,3.8,0.0,6.91,0.0,6.91,6.19,9.41,7.17,0.0,7.17,0.0,0,1,1,0,0,0,3,4,3,4,1,3,6,2,46
6,6,47,47,1,5,1,2,3.8,0.0,6.65,4.75,6.79,6.15,8.93,6.82,0.0,6.82,0.0,0,1,1,0,1,0,3,4,5,3,3,3,6,2,47
6,5,42,42,1,5,0,2,4.28,0.0,5.82,6.62,6.99,6.18,9.13,6.99,0.0,6.99,0.0,0,1,0,1,1,0,3,3,3,3,0,1,5,1,42
5,5,23,23,2,6,1,3,4.39,5.12,6.37,6.75,7.27,6.48,9.21,7.24,0.0,7.24,3.91,0,0,0,1,1,0,4,4,5,4,4,1,6,3,23
7,5,23,23,1,4,1,2,3.81,0.0,7.24,2.89,7.25,6.36,9.46,7.25,0.0,7.25,4.98,0,1,0,1,1,0,4,4,5,4,4,1,6,2,23
7,5,34,33,2,6,1,2,3.8,0.0,7.12,5.38,7.28,6.23,9.2,7.3,0.0,7.3,3.14,0,1,0,1,1,0,3,4,3,3,3,1,6,1,34
7,6,50,50,1,4,0,1,4.32,3.93,5.42,4.6,6.75,5.89,9.08,6.82,0.0,6.82,4.44,0,0,1,0,1,0,3,3,3,3,0,3,3,1,50
6,6,51,51,1,5,1,2,4.42,0.0,6.83,3.85,6.88,6.27,9.04,6.93,0.0,6.93,0.0,0,1,1,0,1,0,3,4,3,3,1,3,5,1,51
7,6,38,38,2,5,2,2,3.85,5.87,6.86,6.32,7.31,6.24,8.31,7.31,0.0,7.31,0.0,0,0,0,0,1,0,4,4,5,4,3,3,6,3,38
7,5,27,27,1,5,1,1,4.23,5.48,7.01,5.8,7.32,5.66,9.19,7.32,0.0,7.32,0.0,0,0,0,1,1,0,4,4,5,4,3,1,6,3,27
5,6,66,66,1,5,2,1,4.75,0.0,6.88,5.95,7.21,5.73,9.74,7.19,0.0,7.19,4.65,0,1,1,0,1,0,3,3,4,3,4,4,4,2,66
6,8,67,30,2,7,1,2,5.01,7.11,0.0,6.37,6.37,6.14,9.9,7.73,0.0,7.73,0.0,0,0,1,0,1,0,3,3,4,4,4,1,1,2,67
7,5,19,18,2,7,0,2,4.22,0.0,0.0,7.43,7.43,6.07,9.03,7.43,0.0,7.43,3.69,0,1,0,1,1,0,4,4,5,4,0,1,1,3,18
8,5,19,18,2,6,1,2,4.23,0.0,6.37,6.87,7.34,6.22,9.02,7.36,0.0,7.36,0.0,0,1,0,1,1,0,4,4,5,5,4,3,6,2,19
8,5,19,19,2,6,1,2,4.17,3.5,6.06,6.96,7.3,6.16,9.11,7.3,0.0,7.3,3.53,0,0,0,1,1,0,4,4,5,5,4,3,6,2,19
8,5,18,18,2,7,1,3,4.5,4.39,0.0,7.36,7.36,6.58,9.3,7.36,0.0,7.36,3.61,0,0,0,1,1,0,4,4,5,4,4,4,1,3,18
8,5,19,18,2,6,1,3,4.22,5.62,0.0,7.4,7.4,6.77,9.27,7.41,0.0,7.41,4.39,0,0,0,1,1,0,4,4,5,4,4,3,1,2,18
7,7,40,40,2,6,0,2,3.76,0.0,5.38,6.88,7.14,6.27,9.24,7.12,0.0,7.12,0.0,0,1,1,0,1,0,3,4,4,4,0,1,5,1,40
7,5,35,34,2,7,1,2,3.81,4.77,6.81,5.54,7.05,5.99,9.53,7.08,6.27,7.45,3.61,0,0,1,0,1,0,4,4,5,4,3,2,2,2,35
6,5,29,28,2,7,0,2,4.53,3.76,6.61,4.88,6.77,6.05,9.14,6.79,6.77,7.47,4.81,1,0,0,1,1,0,4,5,5,3,0,1,5,3,29
8,5,24,24,2,5,0,2,4.39,4.47,5.53,6.93,7.15,6.16,8.81,7.18,0.0,7.18,3.37,0,0,0,1,1,0,4,5,5,4,0,2,6,1,24
7,5,22,22,2,6,1,2,4.3,6.09,6.67,4.42,6.77,6.08,9.17,7.04,0.0,7.04,3.14,0,0,0,1,1,0,4,5,5,4,4,3,6,3,22
8,5,23,23,2,6,1,3,4.39,6.79,7.19,6.39,7.56,6.54,9.33,7.56,0.0,7.56,4.17,0,0,0,1,1,0,4,4,5,4,5,3,6,3,23
6,5,29,29,2,7,1,2,4.39,5.32,0.0,7.31,7.31,6.35,8.96,7.31,0.0,7.31,3.58,0,0,0,1,1,0,4,5,5,3,3,1,1,3,29
8,5,23,22,2,9,1,3,4.45,5.47,7.17,5.76,7.39,6.7,9.58,7.4,0.0,7.4,5.53,0,0,0,1,1,0,4,4,5,4,4,3,6,3,23
7,5,22,21,3,10,1,2,4.39,4.55,6.64,5.88,7.02,6.12,9.38,7.04,7.2,7.82,3.5,1,0,0,1,0,0,4,4,5,4,4,4,6,3,22
5,4,62,62,1,5,2,3,3.93,5.42,7.06,6.03,7.36,6.9,10.47,7.36,0.0,7.36,5.58,0,0,1,0,0,0,3,3,4,3,3,4,3,2,62
8,5,19,18,2,7,1,3,4.54,4.62,4.39,7.41,7.46,6.57,9.64,7.48,0.0,7.48,0.0,0,0,0,1,1,0,4,5,5,4,4,4,6,3,19
10,5,19,18,2,8,1,3,4.45,5.49,0.0,7.51,7.51,6.84,9.44,7.51,0.0,7.51,3.61,0,0,0,1,1,0,5,5,5,5,4,4,1,3,19
8,5,20,19,2,9,1,3,4.49,5.51,0.0,7.0,7.0,6.47,9.45,7.03,7.21,7.82,3.69,1,0,0,1,0,0,4,4,5,4,4,4,1,3,20
5,5,18,18,1,6,0,0,4.26,0.0,5.33,6.82,7.02,0.0,9.04,7.02,0.0,7.02,3.43,0,1,0,1,0,0,3,4,5,3,0,1,5,0,0
3,5,72,72,1,9,0,4,5.3,0.0,0.0,0.0,0.0,6.95,10.68,7.62,0.0,7.62,5.59,0,1,1,0,0,0,3,0,5,3,0,0,0,2,72
6,5,29,28,0,3,0,2,4.14,4.91,2.83,0.0,6.83,6.13,8.81,6.84,0.0,6.84,3.71,0,0,0,1,1,0,3,5,5,3,0,3,3,3,29
4,5,62,62,1,5,0,2,4.55,0.0,6.45,6.07,6.97,6.48,10.14,6.95,0.0,6.95,0.0,0,1,0,1,1,0,3,3,4,3,0,4,5,1,62
5,4,58,58,2,8,0,2,4.62,0.0,0.0,7.4,7.4,6.36,10.13,7.4,0.0,7.4,0.0,0,1,1,0,1,0,3,3,3,3,0,3,1,1,58
4,4,64,50,1,7,1,4,4.32,5.01,7.06,4.51,7.13,7.21,10.39,7.39,0.0,7.39,0.0,0,0,1,0,0,0,3,3,5,3,3,3,4,3,50
5,7,49,49,1,6,1,2,3.81,0.0,6.73,5.3,6.95,6.35,8.35,6.97,0.0,6.97,4.71,0,1,0,1,1,0,3,4,3,3,3,1,6,1,49
5,5,49,49,1,6,1,2,3.81,0.0,6.77,5.59,7.04,6.27,8.35,7.04,0.0,7.04,4.51,0,1,0,1,1,0,3,4,3,3,1,1,5,3,49
4,4,53,53,1,5,0,1,3.09,0.0,5.53,5.69,6.3,5.54,7.32,6.3,6.3,7.0,0.0,0,1,1,0,1,0,3,3,3,3,0,1,4,1,53
4,5,55,55,1,4,0,1,3.09,0.0,6.22,3.33,6.27,5.7,7.34,6.27,6.14,6.9,4.58,0,1,1,0,0,0,3,4,3,3,0,3,6,3,55
4,6,55,55,1,5,0,0,3.09,5.25,5.95,5.09,6.3,0.0,7.31,6.3,6.3,7.0,4.17,0,0,1,0,0,0,3,3,5,3,0,1,5,0,0
4,5,55,55,1,6,0,1,3.09,4.39,0.0,6.3,6.3,5.66,7.6,6.3,6.3,7.0,0.0,0,0,1,0,1,0,3,3,2,3,0,1,1,1,55
4,6,55,55,1,3,0,0,3.09,0.0,4.88,0.0,6.45,0.0,7.57,6.45,0.0,6.45,0.0,0,1,1,0,0,0,3,4,4,3,0,3,4,0,0
4,3,49,49,1,6,0,1,3.09,0.0,0.0,6.3,6.3,5.66,7.54,6.3,6.3,7.0,0.0,0,1,1,0,1,0,3,3,5,3,0,1,1,1,49
6,5,49,49,1,5,2,2,4.33,0.0,6.29,6.2,6.94,6.29,9.34,6.97,0.0,6.97,0.0,0,1,0,1,1,0,3,4,3,3,3,3,5,2,49
5,5,48,48,1,4,1,2,4.29,4.98,6.83,0.0,6.83,6.52,9.12,6.92,0.0,6.92,4.2,0,0,0,1,1,0,3,4,3,4,2,3,6,3,48
6,6,48,48,2,6,1,2,4.33,0.0,7.05,4.57,7.13,6.27,9.68,7.21,0.0,7.21,0.0,0,1,0,1,1,0,3,4,3,3,3,4,6,3,48
5,6,48,31,1,6,2,2,4.13,0.0,7.01,3.89,7.06,6.51,10.43,7.42,0.0,7.42,4.51,0,1,0,1,1,0,3,3,3,4,3,2,5,2,48
5,7,48,48,1,6,1,2,4.23,0.0,6.28,5.23,6.58,6.28,9.02,6.58,6.58,7.27,4.92,1,1,0,1,1,0,3,4,5,3,4,1,3,3,48
5,7,54,54,1,5,0,0,3.93,0.0,6.68,0.0,6.68,0.0,8.81,6.68,0.0,6.68,0.0,0,1,1,0,0,0,3,4,3,3,0,3,6,0,0
5,7,55,55,1,5,0,2,4.01,0.0,6.43,5.01,6.65,6.44,8.89,6.65,0.0,6.65,0.0,0,1,1,0,0,1,3,4,5,3,0,3,5,1,38
4,3,64,64,1,6,0,1,4.83,5.29,6.7,6.37,7.24,6.1,10.23,7.38,0.0,7.38,3.66,0,0,1,0,1,0,3,3,3,3,0,1,4,1,64
4,6,43,19,1,4,0,2,4.25,0.0,6.34,5.64,6.74,5.89,8.94,6.74,0.0,6.74,0.0,0,1,1,0,0,1,3,3,3,3,0,1,5,1,38
5,6,49,22,1,6,0,2,4.33,0.0,6.99,0.0,6.99,6.22,9.31,7.07,0.0,7.07,3.81,0,1,0,1,1,0,3,4,3,3,0,1,2,1,49
5,7,43,43,1,5,0,1,4.34,0.0,6.3,5.6,6.71,5.58,9.03,6.71,0.0,6.71,0.0,0,1,1,0,1,0,3,3,3,3,0,4,5,1,43
5,7,42,42,1,4,0,1,4.19,0.0,6.39,5.4,6.71,5.58,9.36,6.71,0.0,6.71,0.0,0,1,1,0,1,0,3,4,3,3,0,1,5,3,42
5,5,34,33,1,5,0,0,4.16,0.0,5.36,6.64,6.88,0.0,9.28,6.88,0.0,6.88,3.37,0,1,0,1,0,0,3,4,3,3,0,2,4,0,0
5,6,41,41,1,5,0,1,4.14,0.0,6.25,5.86,6.76,5.67,9.25,6.79,0.0,6.79,0.0,0,1,1,0,1,0,3,3,3,3,0,1,5,2,41
6,5,71,71,2,5,0,2,4.29,3.37,6.15,5.15,7.07,6.12,9.31,7.17,0.0,7.17,0.0,0,0,1,0,1,0,3,3,4,3,0,1,4,2,71
6,6,69,69,1,5,2,1,4.45,5.5,6.65,5.46,6.92,5.75,9.26,6.93,0.0,6.93,0.0,0,0,1,0,1,0,3,3,3,4,3,1,3,1,69
5,5,68,68,1,7,1,3,4.39,5.71,7.03,6.2,7.39,6.87,9.37,7.49,0.0,7.49,0.0,0,0,1,0,1,0,3,3,2,3,3,2,3,1,68
6,6,68,68,1,4,2,2,3.99,6.81,7.01,6.39,7.44,6.31,10.58,7.24,0.0,7.24,5.25,0,0,1,0,1,0,3,4,5,5,4,4,5,1,68
7,6,56,56,2,8,1,2,4.51,6.08,0.0,7.52,7.52,6.23,9.37,7.52,0.0,7.52,4.99,0,0,1,0,1,0,3,3,4,3,3,2,1,3,56
6,5,28,27,2,6,1,2,4.11,0.0,6.55,4.74,6.7,5.99,9.02,6.7,6.57,7.33,4.29,1,1,0,1,1,0,3,3,5,3,3,1,6,3,28
7,5,28,28,2,8,1,2,4.61,5.66,0.0,6.87,6.87,6.47,9.47,6.9,7.13,7.71,0.0,1,0,0,1,0,0,3,4,4,4,3,1,1,3,28
6,5,30,30,2,7,1,2,4.16,0.0,0.0,6.66,6.66,6.05,9.48,6.66,6.79,7.42,4.44,1,1,0,1,1,0,3,4,4,3,3,1,1,3,30
6,5,30,29,2,6,1,2,4.61,0.0,6.39,4.61,6.54,6.02,9.48,6.54,6.69,7.31,3.81,1,1,0,1,1,0,3,4,4,3,3,1,5,3,30
6,5,29,29,2,7,1,2,4.01,0.0,0.0,6.71,6.71,6.1,9.19,6.71,6.86,7.48,4.76,1,1,0,1,0,0,3,4,4,3,3,1,1,3,29
6,5,28,28,2,8,1,2,4.26,0.0,6.57,4.49,6.69,6.03,9.32,6.69,6.57,7.32,4.33,1,1,0,1,1,0,3,4,4,3,3,3,6,3,28
7,5,20,19,2,9,1,2,4.91,6.12,4.06,7.2,7.24,6.36,9.87,7.24,6.98,7.81,4.89,1,0,0,1,1,0,4,4,5,4,4,2,6,2,19
7,5,19,19,2,7,1,3,3.93,3.33,0.0,7.42,7.42,6.54,9.61,7.42,0.0,7.42,4.11,0,0,0,1,1,0,4,4,5,4,4,1,1,2,19
8,5,20,20,2,7,1,2,3.93,5.38,0.0,6.98,6.98,6.27,9.48,6.98,6.9,7.63,4.79,1,0,0,1,1,0,4,4,5,4,4,1,1,3,20
8,5,20,20,2,8,1,3,4.29,0.0,0.0,6.8,6.8,6.69,9.26,6.8,6.8,7.5,4.76,1,1,0,1,1,0,4,4,5,4,4,1,1,3,20
7,5,20,19,2,9,1,3,3.76,5.52,4.11,7.4,7.44,6.65,9.53,7.44,6.24,7.7,3.66,1,0,0,1,1,0,4,4,5,4,4,3,6,3,19
7,5,19,19,2,9,1,2,5.13,0.0,0.0,6.77,6.77,6.05,10.05,6.79,7.03,7.61,4.62,1,1,0,1,0,0,4,5,5,4,4,1,1,2,19
8,5,31,31,2,9,0,2,4.23,0.0,0.0,7.63,7.63,6.43,9.48,7.64,6.41,7.9,2.56,0,1,0,1,1,0,4,4,5,4,0,1,1,3,31
6,6,32,31,2,6,1,2,4.16,4.73,6.56,6.12,7.06,6.0,9.0,7.06,0.0,7.06,3.3,0,0,0,1,1,0,3,4,4,3,3,1,6,3,32
6,5,32,31,2,6,1,2,4.16,4.73,6.25,5.19,6.55,6.04,8.95,6.55,6.69,7.31,4.16,1,0,0,1,1,0,3,4,4,4,3,1,5,3,32
7,5,27,27,2,8,1,2,4.16,0.0,0.0,6.84,6.84,6.14,9.11,6.86,6.52,7.4,3.37,1,1,0,1,1,0,3,4,4,3,3,1,1,3,27
8,5,38,38,2,5,0,2,3.43,0.0,0.0,7.08,7.08,6.14,8.22,7.09,0.0,7.09,4.26,0,1,1,0,1,0,3,4,3,3,0,1,1,2,38
7,7,38,38,2,5,1,2,3.81,0.0,6.21,5.87,6.97,6.22,8.58,6.97,6.56,7.48,3.58,0,1,0,1,1,0,4,4,4,4,3,1,6,2,38
8,5,40,40,2,5,1,2,4.1,0.0,7.05,6.39,7.46,6.34,8.79,7.46,0.0,7.46,3.37,0,1,0,1,1,0,4,4,3,4,3,4,6,2,40
9,5,20,19,3,11,1,3,4.09,6.4,7.11,5.2,7.24,6.51,9.68,7.25,7.23,7.94,3.64,1,0,0,1,0,0,4,5,5,5,4,4,6,3,20
10,5,19,19,3,10,1,3,4.11,6.5,0.0,7.33,7.33,6.63,9.8,7.33,7.53,8.13,3.56,1,0,0,1,0,0,5,5,5,5,5,4,1,3,19
9,5,19,19,2,11,1,3,4.16,5.22,5.33,6.79,7.0,6.52,9.42,7.01,7.22,7.81,3.69,1,0,0,1,0,0,4,5,5,4,4,4,6,3,19
9,5,20,19,3,11,1,3,4.45,5.34,5.48,7.47,7.6,6.58,9.68,7.6,6.78,7.96,4.69,1,0,0,1,0,0,4,5,5,5,4,3,6,3,20
8,5,19,19,2,10,1,3,4.42,6.15,0.0,7.12,7.12,6.5,9.43,7.14,7.18,7.85,4.62,1,0,0,1,0,0,5,5,5,5,4,1,1,3,19
10,5,19,19,2,11,1,3,4.42,6.6,7.1,6.47,7.52,6.6,9.68,7.52,6.74,7.9,0.0,1,0,0,1,1,0,5,5,5,5,4,1,6,2,19
9,5,20,19,3,10,1,3,4.53,6.31,0.0,7.24,7.24,6.49,9.68,7.24,7.25,7.94,4.63,1,0,0,1,0,0,4,5,5,5,4,3,1,3,20
10,5,19,19,3,10,1,3,4.2,6.94,0.0,7.25,7.25,6.46,9.52,7.26,7.33,7.99,0.0,1,0,0,1,0,0,5,5,5,4,4,4,1,3,19
5,6,77,75,2,7,1,2,4.61,0.0,0.0,0.0,0.0,6.51,9.6,7.34,6.58,7.75,4.98,1,1,0,0,1,0,3,0,4,3,3,0,0,1,46
5,5,70,70,1,5,0,2,4.62,0.0,6.96,0.0,6.96,6.35,10.45,6.96,0.0,6.96,0.0,0,1,1,0,1,0,3,3,3,3,0,2,3,3,70
9,5,20,20,2,7,1,2,4.11,5.44,7.08,6.26,7.45,6.25,9.01,7.45,0.0,7.45,4.03,0,0,0,1,1,0,4,5,5,4,4,4,6,3,20
8,5,20,19,2,7,1,3,4.25,5.48,7.26,5.97,7.5,6.63,9.33,7.51,0.0,7.51,4.33,0,0,0,1,1,0,4,4,5,4,3,4,6,3,20
9,5,20,20,2,8,2,3,4.51,6.04,7.26,6.2,7.56,6.58,9.81,7.6,0.0,7.6,4.63,0,0,0,1,1,0,5,5,5,5,4,4,6,1,20
7,7,41,27,2,8,0,2,4.52,0.0,5.37,6.9,7.1,6.09,9.56,7.39,0.0,7.39,3.83,0,1,1,0,1,0,4,4,5,4,0,2,5,2,41
7,5,37,37,2,9,0,3,4.51,5.19,6.91,0.0,7.09,6.67,9.54,7.23,6.69,7.69,0.0,0,0,0,1,1,0,4,4,4,4,0,1,6,1,37
7,7,48,31,2,9,1,2,4.51,3.56,6.68,0.0,6.68,6.29,9.72,7.29,6.68,7.72,5.53,1,0,1,0,1,0,3,3,2,4,3,1,5,3,48
6,5,49,49,2,6,1,2,4.38,4.8,6.57,4.44,6.68,6.34,9.84,6.67,6.67,7.36,4.72,1,0,0,1,1,0,3,4,3,3,3,2,6,3,49
6,6,45,45,1,5,1,2,4.2,4.88,6.75,4.93,6.9,6.37,9.26,7.01,0.0,7.01,3.14,0,0,1,0,1,0,3,4,3,3,3,3,6,2,45
7,5,37,37,2,6,1,2,4.39,4.63,6.84,6.82,7.52,6.41,9.25,7.54,0.0,7.54,3.69,0,0,1,0,1,0,3,4,4,3,3,3,6,3,37
7,5,47,47,2,8,1,2,4.41,4.23,0.0,6.85,6.85,6.18,9.26,6.85,6.82,7.53,4.66,1,0,1,0,1,0,3,3,3,3,3,1,1,2,47
6,6,45,45,2,7,1,2,4.38,5.06,6.44,0.0,7.43,6.42,9.23,7.43,0.0,7.43,4.88,0,0,1,0,1,0,3,4,3,3,3,1,4,1,45
7,5,47,47,3,12,2,2,4.39,5.22,6.67,4.9,7.24,6.34,9.72,7.24,7.24,7.93,4.73,1,0,1,0,1,0,3,4,3,4,3,1,4,2,47
6,6,50,50,2,6,1,2,4.45,0.0,6.31,5.1,6.57,6.08,9.35,6.7,6.61,7.35,5.34,1,1,1,0,1,0,3,4,3,3,3,1,5,2,50
7,5,49,49,1,5,1,2,4.39,5.53,6.91,3.76,6.95,6.39,9.2,6.99,0.0,6.99,0.0,0,0,1,0,1,0,4,5,3,3,2,4,6,2,49
7,5,20,19,2,8,1,2,4.33,0.0,6.67,5.15,6.87,6.3,9.16,6.87,7.21,7.75,5.51,1,1,0,1,0,0,4,4,5,4,5,1,5,3,20
6,6,50,25,3,8,1,2,4.41,5.52,6.31,4.85,6.52,6.19,9.26,7.01,6.64,7.54,3.37,0,0,1,0,1,0,3,3,3,4,3,1,5,2,50
5,6,50,50,1,6,0,2,4.37,0.0,6.67,5.59,6.96,6.21,9.22,6.98,0.0,6.98,4.49,0,1,1,0,1,0,3,4,5,3,0,1,5,2,50
7,5,49,49,2,8,1,2,4.37,0.0,5.27,6.46,6.73,6.27,9.22,6.73,6.73,7.42,3.37,1,1,0,1,1,0,3,4,3,3,3,1,6,2,49
6,6,51,26,1,5,1,2,4.37,4.61,6.5,0.0,6.95,6.18,9.22,7.18,0.0,7.18,0.0,0,0,1,0,1,0,3,3,2,4,2,1,5,2,51
6,6,51,51,2,6,0,2,4.39,5.18,6.63,5.86,7.01,6.14,9.21,7.01,0.0,7.01,4.44,0,0,1,0,1,0,3,3,3,3,0,1,5,1,51
5,5,56,56,1,6,0,1,4.39,0.0,4.33,5.44,7.0,5.7,9.67,7.0,0.0,7.0,3.5,0,1,1,0,1,0,3,3,5,3,0,2,4,3,56
4,5,55,55,1,5,0,1,4.28,0.0,0.0,6.76,6.76,5.64,9.14,6.76,0.0,6.76,0.0,0,1,1,0,1,0,3,3,4,3,0,1,1,1,53
4,4,54,54,1,5,0,0,4.39,0.0,6.42,5.5,6.76,0.0,9.0,6.76,0.0,6.76,0.0,0,1,1,0,0,0,3,3,3,3,0,1,4,0,0
4,4,54,54,1,5,0,2,4.11,0.0,3.04,5.42,6.76,6.36,8.88,6.77,0.0,6.77,0.0,0,1,1,0,0,1,3,3,3,3,0,1,3,1,30
6,5,23,23,2,4,0,2,3.3,0.0,6.86,6.29,7.31,6.3,9.08,7.26,0.0,7.26,4.23,0,1,0,1,1,0,4,4,5,4,0,1,6,3,23
6,5,52,52,1,6,0,2,3.22,6.24,0.0,6.27,6.27,6.09,7.92,6.27,6.34,7.0,0.0,0,0,1,0,0,1,3,3,3,3,0,1,1,1,52
5,6,52,52,1,7,1,2,3.22,5.3,6.0,5.9,6.64,6.09,7.68,6.64,6.4,7.22,3.61,0,0,1,0,1,0,3,3,4,4,2,1,2,1,52
6,5,52,52,1,5,0,1,3.09,6.01,5.74,5.16,6.18,5.58,7.58,6.18,6.22,6.9,0.0,0,0,1,0,0,1,3,3,3,3,0,1,4,1,52
6,7,53,53,1,6,0,1,3.09,5.94,5.65,5.36,6.2,5.58,7.54,6.2,6.29,6.94,0.0,0,0,1,0,0,1,3,3,5,3,0,1,5,1,52
6,5,54,54,1,7,0,0,3.09,5.47,0.0,6.51,6.51,0.0,7.43,6.51,6.3,7.11,0.0,0,0,1,0,0,0,3,3,3,3,0,1,1,0,0
6,7,53,53,1,7,0,1,3.09,5.64,5.76,5.87,6.51,5.58,7.43,6.51,6.3,7.11,3.37,0,0,1,0,0,1,3,3,4,3,0,1,4,1,53
