Overall Qual,Overall Cond,Bsmt Full Bath,Full Bath,Kitchen AbvGr,Transformed Lot Area,Transformed 1st Flr SF,Transformed Gr Liv Area,MS SubClass_85,MS SubClass_180,MS Zoning_FV,Land Contour_Bnk,Neighborhood_Edwards,Neighborhood_NAmes,Neighborhood_NWAmes,Neighborhood_StoneBr,Condition 2_Artery,Condition 2_PosN,House Style_2.5Unf,Roof Style_Flat,Exterior 1st_PreCast,Exterior 1st_Stone,Exterior 2nd_PreCast,Foundation_CBlock,Central Air_Y,Sale Condition_Family,Bsmt Qual_encoded,Kitchen Qual_encoded,Fireplace Qu_encoded,Garage Cond_encoded,Paved Drive_encoded
6,5,1,1,1,9.38,6.71,6.71,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,0,0,2
6,6,1,1,1,8.75,6.95,6.95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,2,2,2
6,7,1,1,1,8.98,7.02,7.02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,2,4,2
5,6,0,2,2,9.16,7.0,7.71,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,4,2
5,5,0,1,1,9.05,7.03,7.03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,3,2
5,5,1,1,1,8.86,6.99,6.99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,0,3,2
5,5,1,2,1,8.86,6.6,7.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,3,2
10,5,1,2,1,10.58,8.54,8.54,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,4,3,2
10,5,1,3,1,10.6,8.05,8.45,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5,5,4,3,2
6,5,1,1,1,8.21,6.98,6.98,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
5,7,1,1,1,8.76,6.87,6.87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,0,3,2
4,3,0,2,2,8.84,7.05,7.05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
4,5,0,1,1,9.23,6.86,6.86,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,3,2
5,6,0,2,2,9.08,7.09,7.09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0
3,6,0,1,1,8.36,6.65,6.65,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,2
6,8,1,1,1,9.21,6.61,6.76,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,4,3,2
4,5,0,1,1,9.15,6.8,6.8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
4,7,0,1,1,9.37,6.68,7.21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,3,2
4,5,0,1,1,9.01,6.65,6.65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,2,3,2
4,5,1,1,1,9.01,6.76,6.76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,0,3,0
4,6,1,1,1,9.01,6.86,6.86,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,3,3,2
6,7,0,2,2,9.3,7.27,8.13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,0,0,0
5,6,2,2,2,9.3,7.17,7.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2
6,7,0,1,1,9.27,6.8,7.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,3,3,2
5,5,0,1,1,9.27,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,2
5,5,0,1,1,8.89,7.26,7.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,3,2
6,7,0,2,1,8.83,6.63,7.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,4,3,1
5,7,1,1,1,8.88,6.89,7.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,3,2
7,8,1,1,1,8.29,6.34,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,4,3,2
6,7,0,1,1,8.81,6.75,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,2
7,8,0,1,1,8.94,6.82,7.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,4,3,2
6,8,0,1,1,8.88,6.53,7.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,4,3,0
7,5,0,2,1,8.87,6.82,7.41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3,3,4,3,2
5,6,0,1,1,8.36,6.54,6.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,1
5,6,0,2,1,8.59,6.5,7.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,4,3,2
5,7,0,1,1,8.75,6.86,6.86,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,4,3,2
6,6,0,2,2,8.87,6.89,7.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,0,3,2
5,6,0,2,2,8.74,6.91,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,3,2
7,7,0,2,1,8.89,6.77,7.45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,4,3,3,2
5,5,0,1,1,9.48,7.11,7.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,4,3,2
6,6,1,2,1,10.02,7.22,7.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0
8,6,0,2,1,9.41,7.57,8.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,4,3,2
4,6,0,2,1,8.96,7.12,7.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,3,3,2
6,7,0,1,1,9.33,7.0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,4,2,2
5,5,0,2,1,8.74,6.63,7.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
8,8,0,2,1,9.27,7.35,7.91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,3,3,2
6,8,1,2,1,8.89,7.27,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,4,3,3,2
6,7,1,2,1,9.58,7.52,7.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,3,3,2
7,6,0,1,1,9.48,6.87,7.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,4,3,2
6,5,1,2,1,9.95,7.72,7.72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,4,3,2
6,4,0,1,1,10.15,7.35,7.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,3,3,2
6,6,0,2,1,9.98,7.31,7.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,4,3,2
6,6,0,1,1,7.49,6.27,6.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,3,3,2
4,5,0,2,1,9.79,7.43,7.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
8,5,1,1,1,8.27,6.93,6.93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,0,3,2
7,5,0,2,1,9.94,7.44,7.44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,3,3,2
6,3,1,3,2,10.39,7.83,7.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,3,2
8,5,0,2,1,9.8,7.91,7.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,4,4,2
5,7,0,2,1,9.05,6.91,7.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0
6,7,0,1,1,8.85,6.58,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,3,2
5,6,0,1,1,8.52,6.69,6.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,3,2
5,7,0,2,1,8.89,6.84,7.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0
4,5,0,1,1,8.71,6.65,7.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,3,1
5,6,0,2,1,9.11,6.85,7.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,2
5,7,0,1,1,8.21,6.71,6.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,2,0
6,5,0,1,1,9.02,6.92,6.92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,4,3,2
5,2,0,1,1,9.1,6.98,6.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,1,0
5,5,0,1,1,9.53,6.81,7.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
2,4,0,1,1,9.31,6.46,6.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0
5,6,0,2,2,9.02,6.94,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0
4,6,1,1,1,8.79,6.98,6.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
5,9,0,1,1,8.71,6.91,6.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,1,0
8,5,1,2,1,8.62,7.39,7.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2
8,5,1,2,1,8.47,7.39,7.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,4,3,2
6,6,1,2,1,9.41,7.17,7.17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,1,3,2
6,6,1,1,1,8.93,6.82,6.82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,3,3,2
6,5,0,1,1,9.13,6.99,6.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,3,2
5,5,0,2,1,9.21,7.24,7.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2
7,5,1,1,1,9.46,7.25,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2
7,5,1,2,1,9.2,7.3,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,3,3,2
7,6,0,1,0,9.08,6.82,6.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
6,6,1,1,1,9.04,6.93,6.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,1,3,2
7,6,1,2,1,8.31,7.31,7.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,3,2
7,5,1,1,1,9.19,7.32,7.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,3,2
5,6,0,1,1,9.74,7.19,7.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,4,3,1
6,8,0,2,1,9.9,7.73,7.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,4,4,3,2
7,5,0,2,1,9.03,7.43,7.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
8,5,0,2,1,9.02,7.36,7.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,4,3,2
8,5,0,2,1,9.11,7.3,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,4,3,2
8,5,0,2,1,9.3,7.36,7.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2
8,5,0,2,1,9.27,7.41,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2
7,7,0,2,1,9.24,7.12,7.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,0,3,2
7,5,0,2,1,9.53,7.08,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,3,3,2
6,5,1,2,1,9.14,6.79,7.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,0,3,2
8,5,0,2,1,8.81,7.18,7.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,0,3,2
7,5,1,2,1,9.17,7.04,7.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,4,3,2
8,5,1,2,1,9.33,7.56,7.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,5,3,2
6,5,0,2,1,8.96,7.31,7.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,3,3,2
8,5,1,2,1,9.58,7.4,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2
7,5,1,3,1,9.38,7.04,7.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2
5,4,1,1,1,10.47,7.36,7.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,3,3,2
8,5,1,2,1,9.64,7.48,7.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,4,3,2
10,5,0,2,1,9.44,7.51,7.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,4,3,2
8,5,0,2,1,9.45,7.03,7.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2
5,5,0,1,1,9.04,7.02,7.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,0,2
3,5,0,1,1,10.68,7.62,7.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,3,0
6,5,2,0,1,8.81,6.84,6.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,0,3,2
4,5,1,1,1,10.14,6.95,6.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,3,2
5,4,0,2,2,10.13,7.4,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,1
4,4,1,1,1,10.39,7.39,7.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,3,3,2
5,7,1,1,1,8.35,6.97,6.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,3,3,2
5,5,1,1,1,8.35,7.04,7.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,1,3,2
4,4,0,1,1,7.32,6.3,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
4,5,1,1,1,7.34,6.27,6.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,0,3,2
4,6,0,1,1,7.31,6.3,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,0,2
4,5,0,1,1,7.6,6.3,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
4,6,1,1,1,7.57,6.45,6.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,0,0,2
4,3,0,1,1,7.54,6.3,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
6,5,1,1,1,9.34,6.97,6.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,3,3,2
5,5,1,1,1,9.12,6.92,6.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,2,3,2
6,6,2,2,1,9.68,7.21,7.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,3,3,2
5,6,1,1,1,10.43,7.42,7.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,3,3,1
5,7,1,1,1,9.02,6.58,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,4,3,2
5,7,0,1,1,8.81,6.68,6.68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,0,0,2
5,7,1,1,1,8.89,6.65,6.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,0,3,2
4,3,0,1,1,10.23,7.38,7.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,2,2
4,6,1,1,1,8.94,6.74,6.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
5,6,1,1,1,9.31,7.07,7.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,3,2
5,7,0,1,1,9.03,6.71,6.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
5,7,1,1,1,9.36,6.71,6.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,0,3,2
5,5,0,1,1,9.28,6.88,6.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,0,2
5,6,0,1,1,9.25,6.79,6.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
6,5,1,2,1,9.31,7.17,7.17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
6,6,1,1,1,9.26,6.93,6.93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,4,3,3,2
5,5,0,1,1,9.37,7.49,7.49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,3,3,3,2
6,6,1,1,1,10.58,7.24,7.24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4,5,4,3,2
7,6,0,2,1,9.37,7.52,7.52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,3,3,3,2
6,5,1,2,1,9.02,6.7,7.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,3,2
7,5,0,2,1,9.47,6.9,7.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,3,2
6,5,0,2,1,9.48,6.66,7.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,3,3,2
6,5,0,2,1,9.48,6.54,7.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,3,3,2
6,5,0,2,1,9.19,6.71,7.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,3,3,2
6,5,1,2,1,9.32,6.69,7.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,3,3,2
7,5,1,2,1,9.87,7.24,7.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2
7,5,0,2,1,9.61,7.42,7.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2
8,5,0,2,1,9.48,6.98,7.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2
8,5,0,2,1,9.26,6.8,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2
7,5,1,2,1,9.53,7.44,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2
7,5,0,2,1,10.05,6.79,7.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,4,3,2
8,5,0,2,1,9.48,7.64,7.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
6,6,0,2,1,9.0,7.06,7.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,3,3,2
6,5,0,2,1,8.95,6.55,7.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,3,2
7,5,0,2,1,9.11,6.86,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,3,3,2
8,5,0,2,1,8.22,7.09,7.09,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,4,3,0,3,2
7,7,1,2,1,8.58,6.97,7.48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,4,3,3,2
8,5,1,2,1,8.79,7.46,7.46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,4,3,3,2
9,5,1,3,1,9.68,7.25,7.94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,5,4,3,2
10,5,0,3,1,9.8,7.33,8.13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,5,5,3,2
9,5,0,2,1,9.42,7.01,7.81,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,4,4,3,2
9,5,0,3,1,9.68,7.6,7.96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,5,4,3,2
8,5,0,2,1,9.43,7.14,7.85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,5,4,3,2
10,5,1,2,1,9.68,7.52,7.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,5,4,3,2
9,5,0,3,1,9.68,7.24,7.94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,5,4,3,2
10,5,0,3,1,9.52,7.26,7.99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,4,4,3,2
5,6,0,2,1,9.6,7.34,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,3,1
5,5,1,1,1,10.45,6.96,6.96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,3,2
9,5,1,2,1,9.01,7.45,7.45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,4,4,3,2
8,5,1,2,1,9.33,7.51,7.51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,4,3,3,2
9,5,1,2,1,9.81,7.6,7.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,5,4,3,2
7,7,1,2,1,9.56,7.39,7.39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,4,0,3,2
7,5,0,2,1,9.54,7.23,7.69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
7,7,1,2,1,9.72,7.29,7.72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,4,3,3,2
6,5,1,2,1,9.84,6.67,7.36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,3,3,3,2
6,6,1,1,1,9.26,7.01,7.01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,3,3,3,2
7,5,0,2,1,9.25,7.54,7.54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,3,3,3,2
7,5,0,2,1,9.26,6.85,7.53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,3,3,3,2
6,6,1,2,1,9.23,7.43,7.43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,3,3,3,2
7,5,1,3,1,9.72,7.24,7.93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,4,3,3,2
6,6,1,2,1,9.35,6.7,7.35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,3,3,3,2
7,5,1,1,1,9.2,6.99,6.99,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,5,3,2,3,2
7,5,1,2,1,9.16,6.87,7.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,5,3,2
6,6,0,3,1,9.26,7.01,7.54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,4,3,3,2
5,6,1,1,1,9.22,6.98,6.98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,3,0,3,2
7,5,0,2,1,9.22,6.73,7.42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,3,3,3,2
6,6,1,1,1,9.22,7.18,7.18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,4,2,3,2
6,6,0,2,1,9.21,7.01,7.01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
5,5,1,1,1,9.67,7.0,7.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
4,5,0,1,1,9.14,6.76,6.76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
4,4,0,1,1,9.0,6.76,6.76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,0,2
4,4,0,1,1,8.88,6.77,6.77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
6,5,1,2,1,9.08,7.26,7.26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
6,5,0,1,1,7.92,6.27,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
5,6,0,1,1,7.68,6.64,7.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,4,2,3,2
6,5,0,1,1,7.58,6.18,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
6,7,0,1,1,7.54,6.2,6.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
6,5,0,1,1,7.43,6.51,7.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,0,0
6,7,0,1,1,7.43,6.51,7.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
6,5,0,1,1,7.43,6.18,6.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
6,5,0,1,1,7.43,6.27,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
6,5,0,1,1,7.43,6.18,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,1,3,2
