Overall Qual,House Age,Full Bath,Garage Cars,Transformed BsmtFin SF 1,Transformed Total Bsmt SF,Transformed Lot Area,Transformed 1st Flr SF,Transformed Gr Liv Area,Bsmt Qual_encoded,Kitchen Qual_encoded
6,85,2,2,6.38,6.79,9.29,6.79,7.27,3,3
5,115,1,1,0.0,6.18,8.82,6.8,6.8,3,3
5,135,1,0,0.0,6.53,8.69,6.53,6.99,2,4
5,77,1,1,4.65,6.67,8.7,6.67,6.67,3,3
5,77,1,2,4.98,6.83,9.39,7.02,7.02,3,4
5,79,1,3,6.1,6.81,9.11,6.81,7.31,3,3
2,79,1,1,0.0,6.01,8.9,6.01,6.01,3,3
5,68,1,1,5.73,6.83,8.7,6.83,6.83,3,3
4,71,1,1,0.0,6.8,8.7,6.8,6.8,3,3
3,76,2,0,0.0,6.11,9.41,7.37,7.37,2,3
7,145,3,3,0.0,7.29,9.82,7.42,8.16,3,4
5,125,2,2,0.0,6.68,9.12,6.72,7.4,2,3
5,110,1,3,0.0,6.78,9.45,6.78,7.26,3,3
7,105,1,1,4.76,6.44,8.59,6.59,7.28,3,3
5,109,1,3,0.0,6.44,8.43,6.44,7.2,3,3
5,125,1,1,0.0,5.85,9.12,6.57,6.93,3,3
5,105,2,2,5.46,6.88,9.17,7.23,7.76,3,3
6,108,1,2,5.77,6.6,9.17,7.03,7.63,4,3
5,120,1,0,0.0,6.35,8.7,6.79,7.34,2,4
7,97,2,2,4.96,6.54,9.17,6.54,7.23,3,4
6,120,2,2,0.0,6.18,9.29,7.11,7.56,2,3
6,111,2,0,0.0,6.61,8.75,6.61,7.3,3,3
8,153,2,0,5.56,6.53,8.57,6.84,7.77,3,3
7,99,1,1,0.0,6.35,8.65,6.35,7.01,3,3
10,132,3,2,0.0,7.12,9.51,7.33,7.93,3,4
2,105,1,2,0.0,6.58,9.34,6.58,6.99,2,3
7,135,2,2,0.0,7.18,9.29,7.18,7.82,3,3
5,66,1,1,5.3,6.89,9.19,6.89,6.89,3,2
5,71,2,1,0.0,6.96,9.41,6.96,7.49,3,3
5,69,1,1,0.0,0.0,9.45,6.78,6.78,0,3
4,67,1,1,0.0,6.77,9.05,7.0,7.0,3,3
5,97,1,1,6.01,6.92,8.87,7.04,7.04,3,3
7,80,1,1,0.0,6.51,8.91,7.09,7.42,3,4
5,95,1,1,0.0,6.61,9.12,6.66,6.84,3,3
5,90,2,1,5.17,6.93,8.86,7.04,7.46,3,3
5,101,1,0,6.67,6.67,8.72,6.67,6.67,3,4
5,84,1,1,6.4,6.51,8.52,6.73,7.1,3,4
6,125,1,1,0.0,6.32,8.68,6.6,7.16,3,3
6,85,1,1,6.26,6.89,8.7,6.92,7.42,3,4
5,101,1,2,0.0,6.86,8.7,6.86,6.86,3,3
6,96,1,1,0.0,6.76,8.7,6.86,7.06,3,3
6,88,2,1,5.31,6.72,8.7,6.72,7.31,3,3
6,86,2,1,5.58,6.61,8.7,6.77,7.2,3,3
6,99,1,1,0.0,6.9,8.52,6.92,6.92,3,3
5,105,1,1,4.23,6.34,8.62,6.34,7.1,3,3
4,79,1,1,0.0,0.0,8.69,6.8,6.8,0,3
4,96,1,1,4.39,6.56,8.74,6.44,7.04,3,3
5,80,1,1,0.0,0.0,8.72,6.7,6.7,0,3
5,95,2,2,0.0,6.98,8.74,7.03,7.36,3,3
7,86,2,2,5.71,6.9,8.74,7.13,7.61,3,3
5,102,2,2,5.32,7.0,8.72,7.11,7.55,3,3
7,94,2,2,0.0,6.86,8.72,6.93,7.48,3,3
6,105,2,2,0.0,6.42,8.73,6.62,7.22,2,3
4,98,1,1,0.0,6.26,8.75,6.26,6.26,3,2
5,77,1,1,5.82,6.51,9.06,6.98,7.16,3,3
6,102,1,2,0.0,6.73,9.48,6.96,7.52,3,4
7,100,2,1,5.8,6.93,9.12,7.03,7.51,3,3
6,110,2,2,0.0,6.7,9.12,7.07,7.45,3,4
5,85,1,1,5.99,6.78,9.12,6.9,7.32,3,3
6,107,1,1,5.35,6.71,9.24,6.73,6.73,3,2
6,115,2,1,5.28,7.13,9.0,7.13,7.59,3,3
8,100,1,1,0.0,6.38,8.54,6.73,7.42,3,4
6,115,1,1,0.0,6.68,8.38,6.72,7.38,4,3
6,95,1,2,0.0,6.65,8.75,6.65,6.65,3,3
6,73,1,1,5.92,6.65,9.24,6.65,7.34,3,3
6,87,2,2,0.0,7.15,8.84,7.15,7.59,3,3
5,110,2,2,0.0,6.78,9.24,6.78,7.18,3,3
6,100,1,2,0.0,6.95,8.88,6.95,6.95,3,3
6,100,2,1,4.8,6.65,8.85,6.67,7.12,3,3
6,105,1,0,0.0,5.77,8.98,6.94,7.25,3,2
5,70,1,2,5.2,6.72,9.02,6.72,6.72,3,3
6,105,1,0,0.0,6.8,8.63,6.99,7.09,3,3
5,113,1,2,0.0,6.11,9.24,6.63,6.63,2,3
3,110,2,0,0.0,6.29,9.24,6.7,7.2,3,3
6,119,1,1,0.0,6.63,9.24,6.63,7.29,3,3
5,78,1,1,0.0,6.95,9.16,6.96,6.96,3,3
5,57,1,1,5.53,6.86,9.02,7.1,7.1,3,3
5,77,2,1,0.0,6.58,9.97,6.58,7.15,3,3
4,66,2,2,0.0,0.0,9.75,7.02,7.37,0,3
5,85,2,0,5.86,6.47,9.22,6.7,7.21,3,3
5,62,1,2,6.67,6.89,9.33,6.98,6.98,4,4
5,60,1,1,6.81,6.95,9.32,6.95,6.95,3,3
6,47,1,2,6.27,6.92,9.47,7.0,7.0,3,3
5,59,1,1,0.0,6.78,8.88,6.81,6.81,3,3
5,58,1,1,6.63,6.9,9.24,6.9,6.9,3,4
5,58,1,2,6.56,6.8,9.19,6.8,6.8,3,4
6,47,1,2,6.11,6.11,8.95,6.94,6.94,4,3
5,58,1,1,5.4,6.98,9.21,6.98,6.98,3,3
5,41,1,2,4.65,6.97,8.91,7.03,7.03,4,3
4,56,0,2,7.09,7.09,9.47,7.14,7.14,4,3
5,105,1,2,7.17,7.17,9.47,7.04,7.04,3,3
5,66,1,0,5.67,6.91,9.11,6.91,6.91,3,3
5,59,1,1,0.0,7.11,9.05,7.11,7.11,3,4
5,62,1,1,6.45,6.87,9.13,6.87,6.87,3,4
6,69,1,2,6.66,6.9,9.56,7.08,7.08,3,3
5,71,1,1,6.97,7.23,9.49,7.23,7.23,4,3
6,65,1,2,6.06,7.38,9.51,7.13,7.13,4,3
5,67,1,1,0.0,6.28,9.53,6.93,7.38,3,3
5,85,1,1,0.0,6.51,9.23,6.51,6.51,3,3
5,65,2,2,6.9,6.9,9.26,7.45,7.45,3,3
5,84,1,3,5.82,6.36,9.03,6.76,7.21,3,4
5,55,1,3,6.56,6.76,9.23,6.81,6.81,4,4
6,29,1,2,6.91,7.16,7.97,7.16,7.16,4,4
7,48,2,2,5.97,7.06,9.21,7.05,7.61,4,3
7,46,2,2,6.4,7.33,9.92,7.33,7.33,4,3
7,71,1,2,5.42,7.23,10.57,7.22,7.22,4,3
4,71,1,2,7.02,7.22,10.88,7.42,7.42,4,4
6,66,1,1,6.58,6.93,9.35,7.21,7.21,3,5
7,77,1,1,0.0,6.35,8.55,6.43,6.98,3,3
6,72,1,2,6.22,7.0,9.25,7.0,7.0,3,3
6,117,3,2,0.0,6.81,10.73,7.18,7.77,3,3
5,85,1,0,6.94,7.37,9.88,7.33,7.33,3,2
6,107,2,2,0.0,7.06,9.99,7.06,7.42,4,3
6,90,2,2,6.44,7.03,9.53,7.12,7.65,3,4
5,69,1,1,6.77,7.32,9.17,7.32,7.32,3,4
5,50,1,0,6.76,6.76,9.14,6.76,6.76,4,3
6,63,1,1,5.78,6.43,9.14,6.43,7.15,3,3
5,125,1,1,5.49,6.76,9.04,6.87,7.22,3,3
5,115,1,0,6.88,7.02,8.85,6.71,7.21,4,3
5,75,1,1,6.95,7.06,9.29,7.06,7.06,3,3
6,101,1,0,0.0,6.35,9.17,6.35,7.0,3,3
5,84,1,1,5.47,6.42,9.11,6.42,7.01,3,3
7,35,2,2,6.99,7.3,9.38,7.33,7.75,4,4
6,30,2,2,6.66,6.98,9.19,7.0,7.94,4,4
7,31,2,2,7.15,7.38,9.2,7.39,7.39,4,4
7,32,2,2,5.87,6.7,9.56,7.0,7.7,4,4
7,29,2,2,0.0,6.51,9.26,7.17,7.62,4,4
7,18,2,2,0.0,6.44,9.27,6.44,7.21,4,4
8,18,2,3,0.0,7.39,9.14,7.39,7.39,4,4
9,17,2,3,7.64,7.73,9.37,7.73,7.73,4,5
9,17,2,3,7.05,7.47,9.37,7.48,7.48,5,5
7,32,2,3,3.93,6.99,9.33,6.99,7.65,4,4
8,30,2,3,6.65,7.25,9.35,7.32,7.32,4,4
6,59,2,2,5.57,7.08,9.35,7.4,7.4,4,3
6,28,2,2,6.14,6.42,9.46,6.42,7.43,4,4
5,31,1,2,6.58,6.9,9.19,6.9,6.9,4,3
5,30,1,1,0.0,7.0,9.16,7.0,7.0,4,4
5,31,1,2,6.53,6.9,9.13,6.9,6.9,4,3
7,28,2,2,7.18,7.26,9.07,7.26,7.26,4,4
6,28,2,2,6.54,6.76,9.48,6.77,7.48,4,4
7,25,2,2,6.27,6.66,9.1,6.66,7.41,4,4
7,26,2,2,6.45,6.77,9.12,6.78,7.49,4,4
7,27,2,2,0.0,6.78,9.1,6.78,7.45,4,4
7,26,2,2,0.0,7.29,9.15,7.3,7.3,4,4
7,23,2,2,6.83,7.31,9.46,7.31,7.31,4,4
7,24,2,2,5.89,6.87,9.43,6.87,7.49,4,4
7,25,2,2,6.5,6.83,9.41,6.83,7.51,4,4
7,24,2,2,6.19,6.83,9.33,6.83,7.49,4,4
5,50,1,1,5.64,6.84,9.13,6.84,6.84,4,3
5,48,2,1,6.39,6.89,9.03,6.89,6.89,4,3
5,47,1,2,6.66,6.76,9.41,7.07,7.07,4,3
6,47,1,2,6.23,6.85,9.3,6.93,6.93,4,3
5,50,1,2,5.69,6.98,9.13,6.98,6.98,3,3
5,50,2,2,4.49,6.76,9.57,7.35,7.35,3,3
5,50,1,1,0.0,6.83,8.99,6.83,6.83,4,3
5,53,1,1,5.97,6.76,8.88,6.76,6.76,3,3
5,53,1,1,6.45,6.66,8.88,6.66,6.66,3,3
8,23,2,2,0.0,7.48,9.18,7.49,7.49,4,4
8,23,2,2,6.69,7.03,9.16,7.03,7.62,4,4
7,25,2,3,6.6,6.9,9.24,6.9,7.53,4,4
7,24,2,2,0.0,7.14,9.25,7.16,7.68,4,4
8,26,2,3,6.51,6.91,9.11,6.91,7.52,4,4
7,27,2,2,5.53,7.05,9.34,7.05,7.62,4,4
8,24,2,2,0.0,6.96,9.13,6.96,7.72,4,4
9,24,2,3,7.09,7.21,9.18,7.22,7.57,4,4
8,23,2,3,7.34,7.48,9.61,7.49,7.49,5,4
8,23,2,2,0.0,7.03,9.33,7.05,7.74,4,4
7,22,2,2,6.31,6.79,9.01,6.79,7.48,4,4
7,22,2,2,0.0,7.03,9.3,7.03,7.75,4,4
7,22,2,2,0.0,6.68,8.89,6.68,7.4,4,4
8,26,2,2,0.0,6.75,9.37,6.79,7.48,4,4
7,31,2,2,6.47,6.82,9.08,6.84,7.55,4,4
6,22,1,2,6.53,6.74,8.4,6.74,6.74,4,4
6,21,1,2,6.5,6.74,8.4,6.74,6.74,4,4
6,28,2,2,6.9,7.3,9.48,7.31,7.31,4,4
6,28,2,3,7.37,7.52,9.22,7.52,7.52,4,3
7,23,2,2,6.7,7.34,9.12,7.34,7.34,4,4
7,22,2,2,6.56,6.75,9.04,6.75,7.44,4,4
7,21,2,2,3.22,7.28,9.19,7.28,7.28,4,4
7,21,2,2,6.85,7.27,9.04,7.27,7.27,4,4
7,21,2,2,6.2,6.65,9.03,6.65,7.37,4,4
8,18,2,2,0.0,7.12,9.31,7.12,7.12,5,4
7,18,2,3,4.04,7.36,9.31,7.36,7.36,4,4
7,18,2,2,3.22,7.21,9.17,7.22,7.22,4,4
7,20,2,2,6.48,6.59,9.01,6.59,7.28,4,4
6,21,1,2,6.55,6.74,8.4,6.74,6.74,4,4
6,21,1,2,6.55,6.74,8.4,6.74,6.74,4,4
6,21,1,2,6.5,6.74,8.4,6.74,6.74,4,4
6,21,1,2,6.5,6.74,8.4,6.74,6.74,4,4
5,115,1,0,0.0,6.68,9.08,6.68,6.68,2,3
5,125,2,0,6.99,7.15,9.08,7.15,7.7,3,3
5,59,1,1,6.41,7.0,9.19,7.0,7.0,3,3
5,60,1,1,6.72,7.14,9.2,7.14,7.14,3,3
5,49,1,2,6.12,6.12,9.4,6.94,6.94,4,3
6,49,1,2,6.94,7.03,8.78,7.03,7.03,3,3
5,85,1,0,5.67,6.9,9.54,6.9,6.9,3,3
4,53,2,2,6.83,7.04,9.21,7.07,7.07,4,3
7,22,2,2,0.0,6.62,8.84,6.63,7.41,4,4
6,48,1,2,5.91,6.94,9.17,7.02,7.02,3,3
6,49,1,2,5.67,6.53,8.88,6.53,7.24,3,3
4,20,1,2,6.93,7.03,8.86,7.03,7.03,4,4
5,66,3,2,0.0,0.0,10.76,8.25,8.25,0,5
10,17,2,2,8.64,8.72,11.06,8.45,8.64,5,5
6,20,1,2,6.13,6.31,8.21,6.98,6.98,4,3
4,70,2,0,0.0,0.0,8.71,7.05,7.05,0,2
4,70,2,0,0.0,0.0,8.7,7.05,7.05,0,3
4,70,2,0,4.9,7.27,9.4,7.27,7.27,3,2
4,70,2,0,0.0,0.0,8.83,7.05,7.05,0,3
4,70,1,0,6.67,6.67,8.84,6.67,6.67,3,3
5,87,1,0,0.0,6.37,9.41,6.37,6.96,3,5
5,78,1,0,0.0,0.0,8.99,6.84,7.04,0,3
4,72,1,1,6.64,6.82,9.16,6.84,6.84,4,3
5,79,1,1,5.87,6.65,9.37,6.65,7.09,3,3
4,71,2,1,0.0,6.85,9.01,6.91,7.29,3,3
5,70,1,1,0.0,6.71,9.71,6.77,7.24,3,3
4,71,1,1,0.0,6.03,8.95,7.09,7.09,5,3
4,102,1,1,5.42,6.86,8.55,6.86,7.16,3,4
5,100,1,0,6.15,6.76,8.63,6.76,6.76,3,3
3,111,1,0,3.74,6.76,9.02,6.76,6.76,3,3
5,113,2,0,5.35,6.66,8.65,6.84,7.45,3,2
6,100,2,1,5.06,6.51,9.41,6.7,7.3,3,2
5,86,2,1,5.94,6.58,9.04,6.96,7.69,3,4
6,100,2,2,6.05,7.07,9.04,7.24,7.44,3,3
7,104,2,1,0.0,7.11,8.89,7.26,7.26,3,3
5,114,1,0,0.0,6.85,9.05,6.93,7.58,3,3
5,104,3,2,0.0,6.42,9.19,6.9,7.86,3,3
6,95,2,2,5.64,6.87,8.96,6.87,7.56,3,3
6,99,1,1,5.94,6.47,9.1,6.51,7.18,3,3
6,103,2,2,0.0,6.38,9.35,7.26,7.85,5,3
6,110,2,1,0.0,6.73,9.65,6.73,7.43,4,3
6,111,1,2,0.0,6.52,9.65,6.52,7.14,4,3
6,95,1,1,5.95,6.65,8.75,6.67,6.67,4,3
8,100,2,1,6.01,6.68,8.94,6.68,7.32,2,4
6,89,1,1,0.0,6.97,9.26,7.06,7.4,3,3
6,102,1,2,0.0,6.67,9.17,6.71,7.38,3,3
7,94,1,1,0.0,6.66,8.88,6.75,7.32,4,3
6,91,1,1,5.79,6.57,9.39,6.75,7.42,3,3
5,88,2,1,6.41,6.85,9.37,7.14,7.57,3,4
5,87,1,1,0.0,6.79,9.13,6.84,7.23,3,3
6,74,1,1,6.22,7.0,8.96,7.0,7.0,3,3
8,90,1,2,5.35,6.41,9.18,6.89,7.54,3,3
8,90,3,3,5.26,6.59,9.55,7.59,8.15,3,4
7,86,1,2,5.83,6.68,9.66,7.04,7.58,3,4
7,75,2,2,6.08,6.73,9.42,7.11,7.68,3,4
5,69,2,2,7.02,7.55,10.17,7.55,7.55,3,3
6,71,1,2,6.59,7.17,9.6,7.4,7.4,3,4
6,45,1,2,5.91,6.25,7.54,6.25,6.94,4,3
6,45,2,2,4.41,6.58,7.58,6.58,7.35,4,3
6,99,1,1,5.7,6.8,8.85,6.82,6.82,3,3
6,85,1,1,0.0,6.58,8.7,6.63,6.99,2,3
4,103,1,0,0.0,6.68,8.2,6.68,6.68,3,3
6,95,1,1,6.29,6.71,8.68,6.71,6.71,3,3
5,85,1,1,6.0,6.61,8.84,6.66,6.66,3,3
5,95,1,0,0.0,6.66,9.01,6.66,7.09,4,3
5,58,1,1,5.55,6.44,8.7,7.0,7.41,4,3
5,95,1,1,0.0,6.26,8.91,6.82,6.82,3,3
5,67,2,1,5.8,7.05,9.11,7.05,7.58,3,3
1,73,1,2,0.0,0.0,9.59,6.6,6.6,0,2
4,130,1,1,0.0,5.16,8.57,6.72,7.22,1,3
4,105,1,1,0.0,6.48,9.05,6.48,7.18,3,3
4,115,1,1,0.0,5.88,8.55,6.51,6.96,1,3
3,90,1,3,0.0,6.8,9.8,6.8,6.8,3,3
4,105,1,1,0.0,6.39,9.11,6.07,6.76,2,2
8,17,2,2,7.3,7.38,8.63,7.41,7.41,5,4
8,18,2,2,7.3,7.38,8.25,7.41,7.41,5,5
7,21,2,2,7.3,7.37,8.25,7.41,7.41,5,5
8,21,2,2,7.23,7.37,8.25,7.41,7.41,5,4
7,29,3,3,6.55,7.52,10.07,7.62,7.62,5,4
8,23,2,3,7.11,7.36,9.49,7.43,7.43,4,4
7,29,2,3,0.0,6.81,9.31,6.81,7.51,4,4
6,48,1,1,6.26,7.0,9.2,7.02,7.02,3,3
6,48,2,2,6.46,7.09,9.22,7.15,7.15,3,3
5,49,2,2,0.0,0.0,9.24,6.84,7.54,0,3
4,34,2,2,7.23,7.43,9.21,7.43,7.43,4,3
5,60,2,2,7.13,7.31,12.01,7.39,7.49,3,3
7,39,2,2,6.8,7.15,8.32,7.31,7.31,4,4
8,49,2,2,7.06,7.36,9.65,7.97,7.97,4,4
8,19,2,3,6.94,7.33,9.36,7.34,7.34,5,4
8,18,2,3,7.32,7.4,9.16,7.41,7.41,4,4
8,18,2,2,6.65,6.83,9.46,6.83,7.48,4,4
5,19,2,2,0.0,5.87,9.19,6.57,7.27,4,3
5,19,2,2,0.0,5.95,9.18,6.63,7.24,4,4
7,17,2,3,0.0,6.68,9.39,6.68,7.39,4,4
6,36,2,2,0.0,7.31,9.46,7.31,7.31,4,3
6,39,2,2,7.24,7.38,9.43,7.41,7.41,4,3
6,39,2,2,6.83,7.14,9.81,7.14,7.14,4,4
6,37,2,2,6.66,7.29,9.23,7.32,7.32,4,4
8,22,2,2,6.94,7.27,9.32,7.27,7.27,5,4
6,26,2,2,7.11,7.42,8.98,7.42,7.42,5,4
8,22,2,3,6.77,7.3,9.41,7.3,7.72,4,4
8,18,2,2,6.92,7.54,9.35,7.46,7.46,4,4
8,20,2,3,7.36,7.58,9.35,7.58,7.58,5,4
7,28,2,4,7.18,7.2,9.1,7.2,7.2,4,3
7,28,2,4,7.18,7.2,8.86,7.2,7.2,4,3
5,18,1,0,0.0,7.0,9.14,7.0,7.0,4,3
6,28,2,2,6.76,7.08,8.41,7.08,7.08,5,3
4,61,1,3,6.76,7.09,9.56,7.09,7.09,4,3
5,50,1,2,6.65,6.95,8.35,6.95,6.95,4,3
5,49,1,1,0.0,5.58,7.89,6.42,7.17,4,3
5,49,2,1,5.77,6.31,7.89,6.83,7.3,4,3
4,52,1,1,6.22,6.27,7.59,6.27,6.9,4,3
4,52,1,1,6.08,6.14,7.38,6.27,6.9,4,3
5,57,1,1,6.67,7.02,9.8,7.06,7.06,3,4
6,55,2,0,5.88,6.3,7.3,6.3,7.0,3,3
4,53,1,0,6.21,6.45,7.54,6.45,6.45,4,3
5,71,1,2,0.0,6.9,9.99,6.9,6.9,3,3
5,42,1,1,6.28,6.71,8.78,6.71,6.71,3,3
5,41,1,1,6.49,6.78,8.85,6.83,6.83,3,3
5,43,1,1,6.46,6.71,8.79,6.71,6.71,3,4
5,43,1,2,6.71,6.71,8.79,6.71,6.71,3,3
5,43,1,1,6.46,6.74,8.79,6.74,6.74,3,4
6,85,2,1,6.49,6.89,9.43,6.89,7.47,4,3
5,41,1,2,6.47,6.76,9.43,6.79,6.79,3,3
5,56,2,2,6.33,6.67,9.31,7.06,7.59,3,3
5,125,2,1,0.0,6.53,10.94,7.05,7.52,3,3
6,54,2,2,6.73,7.37,9.28,7.37,7.37,3,3
7,55,1,2,6.66,7.15,9.27,7.15,7.15,3,3
7,52,2,2,7.54,7.71,9.52,7.71,7.71,4,3
8,55,2,2,5.86,7.7,9.67,7.7,7.7,3,4
7,22,2,2,0.0,6.74,9.43,6.74,7.46,4,4
6,30,2,2,0.0,6.69,9.25,6.69,7.36,4,3
6,28,2,2,5.21,6.68,9.54,6.68,7.29,4,3
6,28,2,2,0.0,6.82,9.08,6.82,7.38,4,3
6,28,2,2,0.0,5.95,9.09,6.63,7.23,4,3
8,25,2,2,7.09,7.31,8.58,7.41,7.41,4,5
6,31,2,2,5.23,5.97,9.23,6.83,7.44,4,3
6,26,2,2,6.77,6.83,9.06,6.85,7.45,4,3
7,29,2,2,6.03,6.54,8.97,6.54,7.35,4,4
7,30,2,2,0.0,7.12,8.97,7.13,7.13,4,3
6,26,3,2,0.0,6.84,8.92,6.86,7.74,4,3
7,33,2,2,0.0,7.06,9.17,7.08,7.08,4,4
7,34,2,2,0.0,5.95,9.29,6.69,7.3,4,4
7,33,2,2,0.0,5.95,9.12,6.7,7.3,4,4
6,32,2,2,0.0,6.81,8.94,6.81,7.4,4,3
6,61,1,2,6.31,7.17,9.81,7.03,7.03,3,3
8,39,1,2,0.0,6.98,8.22,6.99,6.99,4,4
7,41,2,2,6.72,7.08,8.53,7.08,7.65,4,4
8,37,2,2,5.52,7.06,8.46,7.07,7.07,4,3
8,35,1,2,6.83,7.18,8.54,7.19,7.19,4,4
9,20,2,3,7.13,7.56,9.56,7.56,7.56,5,4
8,20,3,3,6.89,7.05,9.42,7.06,7.84,5,5
9,19,2,3,7.0,7.89,10.86,7.76,7.76,5,4
5,56,1,3,6.95,7.0,10.64,7.26,7.26,4,3
9,19,2,2,6.68,7.39,8.99,7.39,7.39,5,5
8,18,2,2,6.85,7.26,9.0,7.26,7.26,4,4
8,19,1,2,7.35,7.71,9.55,7.71,7.71,5,4
10,19,2,3,7.05,7.46,9.54,7.62,7.62,5,5
6,44,2,2,6.52,7.27,9.44,7.27,7.27,4,4
6,41,2,2,5.55,7.16,9.3,7.16,7.16,4,3
6,41,3,2,0.0,6.37,9.4,7.04,7.53,4,3
7,44,2,2,5.77,6.59,9.4,6.59,7.3,4,4
7,47,2,2,7.19,7.33,9.42,7.42,7.42,4,4
7,46,2,2,6.63,6.66,9.34,6.99,7.57,4,4
7,48,2,2,0.0,6.7,9.39,7.06,7.59,4,3
6,49,2,2,5.06,6.74,9.4,7.02,7.62,3,4
6,47,2,2,6.41,6.94,9.25,6.94,6.94,4,3
6,41,2,2,6.66,7.05,9.38,7.07,7.07,4,4
7,46,2,2,5.76,6.29,9.36,6.95,7.45,3,3
6,46,2,2,6.81,7.14,9.25,7.21,7.21,4,3
5,56,2,2,6.2,6.66,9.29,6.66,7.39,3,3
6,54,2,2,6.2,7.39,9.47,7.11,7.11,3,3
5,54,2,2,6.91,7.3,9.41,7.3,7.3,4,3
6,57,1,2,5.95,6.56,9.37,6.95,7.46,3,3
7,49,2,2,0.0,6.68,9.42,7.04,7.57,4,3
7,49,2,2,6.44,7.11,9.1,7.19,7.19,4,4
6,51,2,2,6.84,6.99,8.99,6.99,7.54,3,3
5,54,1,1,5.86,5.92,9.26,6.36,7.01,3,3
6,54,1,2,5.65,6.89,9.26,6.89,6.89,3,3
7,53,1,2,6.44,6.59,8.92,6.59,7.3,3,4
5,55,1,2,6.34,6.83,9.15,7.26,7.26,3,3
5,55,1,1,4.41,6.82,8.98,6.82,6.82,3,5
5,54,1,1,6.02,6.86,9.19,6.86,6.86,3,3
4,54,1,4,0.0,6.76,9.02,6.77,6.77,3,3
4,54,1,1,5.78,6.76,8.9,6.76,6.76,3,3
4,64,1,1,5.75,6.82,9.75,6.82,6.82,3,3
4,54,1,2,6.42,6.76,9.11,6.76,6.76,3,3
7,27,1,1,6.37,6.58,8.31,6.64,6.64,4,3
6,24,2,2,0.0,7.2,8.32,7.2,7.2,4,4
6,28,2,2,6.84,7.25,9.3,7.2,7.2,4,4
6,52,1,1,5.75,6.27,7.7,6.27,7.0,3,3
6,52,1,1,5.88,6.51,7.54,6.51,7.11,3,3
6,52,1,1,0.0,6.51,7.63,6.51,7.11,3,5
5,55,2,2,0.0,6.45,7.61,6.45,7.17,3,3
5,54,1,2,6.16,6.64,7.56,6.64,7.22,3,3
6,49,2,2,4.8,6.98,8.5,6.87,6.87,4,3
6,49,2,2,6.32,6.69,7.74,6.69,7.35,4,4
7,47,2,1,6.45,6.97,7.74,6.96,6.96,4,3
5,59,1,1,6.59,6.9,8.88,6.9,6.9,3,3
9,19,2,3,7.05,7.49,9.43,7.5,7.5,5,5
9,18,2,3,3.89,7.51,9.37,7.51,7.51,5,4
8,18,2,3,0.0,7.44,9.4,7.44,7.44,5,4
8,19,2,3,0.0,7.44,9.38,7.44,7.44,5,4
8,18,2,3,6.91,7.46,9.4,7.46,7.46,5,5
8,18,2,3,7.33,7.65,9.57,7.66,7.66,4,4
9,19,2,3,0.0,7.66,9.58,7.66,7.66,5,5
9,18,2,3,7.17,7.57,9.52,7.57,7.88,5,5
8,19,2,3,0.0,7.01,9.51,7.05,7.84,5,5
10,20,2,3,7.27,7.6,9.64,7.62,7.62,5,5
7,19,2,3,0.0,6.97,9.56,6.98,7.68,5,4
9,18,2,3,7.5,7.85,9.54,7.85,7.85,5,5
8,19,2,3,0.0,7.57,9.56,7.59,7.59,4,4
9,19,2,3,0.0,7.68,9.52,7.64,7.88,4,5
8,19,2,3,0.0,7.39,9.34,7.4,7.4,4,4
8,19,2,3,7.21,7.59,9.61,7.59,7.59,5,4
9,20,2,3,0.0,7.44,9.52,7.45,7.92,5,5
10,18,2,3,7.43,7.75,9.75,7.74,7.74,5,5
8,18,2,2,0.0,7.37,9.72,7.37,7.67,4,4
8,21,2,3,0.0,7.04,9.17,7.04,7.81,5,4
8,18,2,3,6.66,6.82,9.18,6.87,7.65,5,5
8,18,1,3,7.16,7.37,9.27,7.38,7.68,5,5
9,19,2,3,0.0,7.5,9.52,7.5,7.5,5,5
8,21,2,3,0.0,7.44,9.48,7.45,7.99,4,5
8,21,2,3,6.88,7.04,9.4,7.04,7.81,5,4
8,22,2,3,6.84,7.18,9.57,7.1,7.78,5,4
8,22,2,3,0.0,7.07,9.39,7.12,7.77,4,5
8,18,2,3,6.51,6.8,9.44,6.8,7.51,5,5
7,20,2,3,7.07,7.39,9.2,7.39,7.39,4,4
8,20,2,2,4.79,7.45,9.13,7.45,7.45,4,4
8,19,2,3,0.0,7.17,9.28,7.17,7.51,4,4
6,20,2,2,3.04,7.22,8.93,7.22,7.22,4,4
6,20,1,2,6.77,7.17,8.27,7.17,7.17,4,4
6,20,1,2,6.94,7.17,8.27,7.17,7.17,4,4
6,20,2,2,6.64,7.22,8.75,7.22,7.22,4,4
8,19,2,2,3.22,7.35,8.43,7.35,7.35,4,4
8,19,2,2,3.22,7.35,8.43,7.35,7.35,4,4
8,19,2,2,3.22,7.22,8.77,7.22,7.22,4,4
9,20,2,2,6.74,7.36,8.97,7.36,7.36,5,5
9,20,2,2,7.05,7.35,8.9,7.35,7.35,5,5
9,18,2,2,0.0,7.53,8.96,7.53,7.53,5,5
8,19,2,2,3.22,7.19,8.74,7.19,7.19,4,4
7,22,2,2,6.91,7.25,8.08,7.25,7.25,4,4
6,18,3,2,0.0,6.65,9.67,6.65,7.31,4,4
6,20,2,2,0.0,6.65,9.23,6.65,7.34,4,4
