Overall Qual,Overall Cond,Bsmt Full Bath,Full Bath,Half Bath,TotRms AbvGrd,Fireplaces,Garage Cars,Sold Age,Transformed Lot Frontage,Transformed Mas Vnr Area,Transformed BsmtFin SF 1,Transformed Lot Area,Transformed 1st Flr SF,Transformed 2nd Flr SF,Transformed Gr Liv Area,Transformed Screen Porch,MS SubClass_20,MS SubClass_30,MS SubClass_60,MS SubClass_75,MS Zoning_FV,Alley_None,Lot Shape_IR2,Land Contour_HLS,Lot Config_CulDSac,Lot Config_Inside,Land Slope_Mod,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_Crawfor,Neighborhood_GrnHill,Neighborhood_NPkVill,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_Somerst,Neighborhood_StoneBr,Condition 1_Norm,Condition 1_PosN,Bldg Type_1Fam,House Style_1Story,Roof Style_Hip,Roof Matl_WdShngl,Exterior 1st_BrkFace,Exterior 1st_CemntBd,Exterior 2nd_MetalSd,Mas Vnr Type_None,Mas Vnr Type_Stone,Foundation_Slab,Central Air_N,Garage Type_BuiltIn,Sale Condition_Partial,Exter Qual_encoded,Bsmt Qual_encoded,Heating QC_encoded,Kitchen Qual_encoded,Pool QC_encoded,Bsmt Exposure_encoded,BsmtFin Type 1_encoded,Functional_encoded,Garage Finish_encoded,Fence_encoded
9,5,1,2,0,6,1,2,19,3.89,6.35,6.03,8.76,7.42,0.0,7.42,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,5,5,5,4,0,1,6,7,2,0
7,5,0,2,0,6,1,2,19,4.7,5.1,0.0,8.05,7.25,0.0,7.25,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,4,5,4,0,1,1,7,2,0
6,5,0,2,0,6,1,2,19,4.19,0.0,3.37,9.23,7.18,0.0,7.18,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,4,4,5,4,0,1,6,7,3,0
6,5,0,2,1,8,1,2,19,4.19,0.0,0.0,9.23,6.59,6.59,7.28,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,4,5,4,0,1,1,7,3,0
7,5,0,2,1,8,0,2,19,4.19,0.0,0.0,9.23,6.61,6.63,7.31,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,4,5,4,0,1,1,7,3,0
7,5,1,2,1,7,1,2,19,4.08,0.0,6.32,9.75,6.5,6.73,7.31,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,4,5,4,0,3,6,7,2,0
7,5,0,2,1,9,1,3,19,4.08,0.0,0.0,9.55,6.78,6.89,7.53,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,4,4,5,4,0,3,1,7,3,0
6,5,0,2,0,6,0,2,19,4.63,0.0,0.0,9.36,7.19,0.0,7.19,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,4,4,5,4,0,3,1,7,3,0
6,5,0,2,1,8,0,2,19,4.66,0.0,0.0,9.65,6.59,6.59,7.28,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,4,4,3,0,1,1,7,2,0
8,5,0,2,1,9,1,3,19,4.57,5.47,0.0,9.36,6.96,7.19,7.77,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,4,5,4,0,3,1,7,3,0
7,5,0,2,1,8,0,2,19,4.33,0.0,0.0,9.11,6.61,6.63,7.31,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,4,5,4,0,1,1,7,3,0
7,5,1,2,0,6,1,2,19,3.78,2.71,6.12,8.04,7.22,0.0,7.22,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4,5,4,0,3,6,7,3,0
7,5,0,2,0,7,1,2,19,3.78,2.94,0.0,8.07,7.35,0.0,7.35,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,4,1,7,3,0
8,5,0,2,0,7,1,2,19,3.78,3.71,0.0,8.07,7.28,0.0,7.28,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,4,1,7,3,0
7,5,1,2,0,5,1,2,19,3.78,3.71,6.95,7.99,7.32,0.0,7.32,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,3,6,7,3,0
7,5,0,2,0,6,1,2,19,3.78,2.94,0.0,8.03,7.25,0.0,7.25,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,1,7,3,0
7,5,1,2,0,7,1,2,19,3.78,2.94,6.97,8.03,7.35,0.0,7.35,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,6,7,3,0
7,5,0,2,0,5,0,2,19,3.78,2.83,2.83,8.01,7.13,0.0,7.13,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4,5,4,0,3,6,7,3,0
7,5,0,2,0,6,0,2,19,3.78,2.71,2.83,8.01,7.04,0.0,7.04,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4,5,4,0,4,6,7,3,0
7,5,0,2,0,6,1,2,19,3.78,4.98,2.83,8.01,7.32,0.0,7.32,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,4,6,7,3,0
8,5,1,2,0,7,1,3,19,3.99,0.0,7.05,8.29,7.36,0.0,7.36,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,4,4,5,5,0,3,6,7,3,0
7,5,1,2,0,6,1,3,19,3.99,3.83,6.98,8.31,7.31,0.0,7.31,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,4,4,5,4,0,3,6,7,3,0
5,5,0,2,1,7,1,2,19,4.11,0.0,0.0,10.0,6.6,7.01,7.52,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,4,5,3,0,3,1,7,3,0
6,5,1,2,1,7,1,2,19,4.16,0.0,6.13,8.97,6.69,6.56,7.32,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,6,7,3,0
8,5,0,2,1,6,1,2,19,4.32,0.0,0.0,9.11,6.56,6.56,7.25,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,5,5,4,0,3,1,7,3,0
7,5,0,2,1,7,1,2,19,4.09,0.0,0.0,9.12,6.74,6.62,7.38,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,3,1,7,3,0
8,5,0,2,1,7,1,2,19,4.67,3.71,0.0,9.32,7.28,6.18,7.57,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,1,7,2,0
7,5,0,2,1,8,1,2,19,4.16,0.0,0.0,8.97,6.69,6.56,7.32,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,1,7,3,0
6,5,0,2,1,7,1,2,19,4.16,0.0,0.0,9.0,6.86,6.57,7.42,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,4,5,3,0,1,1,7,2,0
6,5,0,2,1,9,1,2,19,4.16,0.0,6.6,9.07,6.92,6.78,7.54,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,4,5,3,0,1,5,7,3,0
7,5,0,2,1,10,1,2,19,4.61,0.0,0.0,9.33,6.86,6.84,7.54,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,0,1,1,7,3,0
6,5,1,2,1,7,1,2,19,4.08,0.0,6.67,9.29,6.87,6.57,7.42,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,4,5,3,0,1,6,7,3,0
7,5,0,3,1,8,0,3,19,4.2,0.0,0.0,9.4,6.99,7.12,7.75,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,4,4,4,0,1,1,7,2,0
7,5,0,2,1,8,1,2,19,4.2,5.71,0.0,9.08,6.91,7.16,7.74,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,4,5,4,0,1,1,7,3,0
8,5,1,2,1,7,1,3,19,4.42,6.05,6.98,9.15,7.25,6.89,7.78,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,6,7,3,0
8,5,1,2,1,7,1,3,19,4.44,5.49,6.67,9.18,6.98,6.8,7.59,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,6,7,3,0
8,5,1,2,1,7,1,3,19,4.43,5.78,6.23,9.16,7.1,6.94,7.71,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,4,5,4,0,2,6,7,2,0
10,5,1,3,1,10,1,3,19,4.78,7.23,7.24,10.48,7.51,7.49,8.2,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,5,5,4,0,4,6,7,3,0
9,5,1,2,1,9,1,3,19,4.47,6.78,7.08,9.13,7.34,7.18,7.96,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,0,3,6,7,2,0
8,5,1,2,1,7,1,2,19,4.37,6.27,6.86,9.39,6.99,6.73,7.56,5.93,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,3,6,7,2,0
8,5,0,2,1,10,1,2,19,4.54,6.48,0.0,9.4,7.06,7.0,7.72,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,4,4,4,4,0,1,1,7,3,0
8,5,0,2,1,9,1,3,19,4.43,5.99,6.27,9.21,7.21,7.22,7.91,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,5,7,2,0
9,5,1,3,1,11,1,3,19,4.74,6.61,5.68,9.76,7.57,7.36,8.16,5.35,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,4,5,5,5,0,4,3,7,2,0
8,5,1,2,1,9,1,3,19,4.47,6.22,5.94,9.23,7.17,7.08,7.82,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,4,6,7,3,4
8,5,1,2,1,8,1,3,19,4.53,5.97,6.61,9.22,7.09,7.19,7.83,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,6,7,2,0
8,5,1,2,1,8,1,3,19,4.47,6.04,5.51,9.44,7.36,7.12,7.94,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,2,7,3,0
8,5,0,2,1,8,1,2,19,4.33,5.26,0.0,9.43,7.02,6.74,7.58,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,4,4,5,4,0,1,1,7,3,0
8,5,1,2,1,6,1,3,19,3.91,0.0,7.35,9.63,7.42,0.0,7.42,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,4,5,5,4,0,1,6,7,2,0
8,5,1,1,1,8,1,3,19,3.91,0.0,7.45,9.95,7.65,0.0,7.65,0.0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,4,5,5,5,0,2,6,7,3,0
8,5,1,2,0,8,1,2,19,4.45,6.04,7.11,9.23,7.42,0.0,7.42,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,5,5,4,0,2,6,7,2,0
7,5,0,2,0,7,0,3,19,4.3,5.43,0.0,9.07,7.39,0.0,7.39,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,3,1,7,2,0
8,5,0,2,0,7,0,2,19,4.45,4.11,0.0,9.3,7.32,0.0,7.32,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,4,5,4,0,1,1,7,3,0
8,5,0,2,0,5,0,2,19,4.29,0.0,3.22,9.06,7.15,0.0,7.15,0.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,4,4,5,4,0,1,6,7,2,0
9,5,1,3,1,11,1,3,19,4.62,0.0,7.52,9.49,7.62,6.41,7.88,0.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,5,5,5,0,1,6,7,2,0
8,5,0,2,0,7,1,2,19,4.41,0.0,0.0,9.33,7.31,0.0,7.31,0.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,4,4,5,4,0,1,1,7,2,0
8,5,0,2,1,8,1,3,19,4.44,0.0,0.0,9.28,7.0,6.74,7.57,0.0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,4,4,4,0,2,1,7,2,0
7,5,0,2,1,6,0,2,19,4.19,0.0,0.0,9.0,6.63,6.68,7.35,0.0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,4,5,4,0,1,1,7,2,0
6,5,0,2,1,7,0,2,19,4.19,0.0,0.0,9.0,6.76,6.76,7.45,0.0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,1,7,2,0
7,5,0,2,1,6,0,2,19,4.19,0.0,0.0,9.0,6.66,6.68,7.36,0.0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,4,5,4,0,1,1,7,2,0
6,5,0,2,0,5,0,2,19,4.11,4.23,6.81,8.88,7.14,0.0,7.14,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,4,4,4,4,0,1,6,7,3,0
7,5,0,2,0,6,1,2,19,4.14,0.0,0.0,8.92,7.14,0.0,7.14,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,1,7,1,0
7,5,1,2,0,5,1,2,19,4.11,0.0,0.0,8.88,7.17,0.0,7.17,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,4,4,5,4,0,1,1,7,2,0
6,5,0,1,1,5,0,0,19,4.32,0.0,3.22,8.95,7.04,0.0,7.04,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,5,4,0,2,6,7,0,0
7,5,0,2,0,6,0,2,19,4.52,4.78,0.0,9.31,7.24,0.0,7.24,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,4,5,4,0,3,1,7,2,0
6,5,0,1,1,6,0,0,19,4.16,0.0,0.0,9.48,7.03,0.0,7.03,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,3,4,5,4,0,1,1,7,0,0
6,5,0,1,1,6,0,2,19,4.16,0.0,0.0,9.48,7.04,0.0,7.04,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,4,4,5,3,0,1,1,7,1,0
6,5,1,1,1,5,0,2,19,4.16,0.0,6.85,9.48,7.06,0.0,7.06,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,3,4,5,4,0,1,5,7,1,0
7,5,0,2,1,8,0,2,19,4.19,5.15,0.0,8.96,6.79,6.68,7.43,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,1,7,3,0
7,5,0,2,1,7,0,2,19,4.32,4.57,0.0,8.94,6.72,6.63,7.37,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,1,7,2,0
6,5,0,2,1,7,0,2,19,4.26,0.0,0.0,9.02,6.85,6.8,7.52,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,4,5,3,0,1,1,7,2,4
6,5,0,2,1,7,0,2,19,4.19,0.0,5.96,8.88,6.7,6.68,7.38,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,5,7,2,0
6,5,1,2,1,7,0,2,19,4.26,0.0,6.63,9.15,6.74,6.79,7.46,5.42,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,5,7,2,0
6,5,1,2,0,5,0,2,19,3.93,0.0,6.81,8.88,7.24,0.0,7.24,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,0,1,6,7,2,3
6,5,0,2,0,5,0,2,19,3.93,0.0,5.63,8.88,7.1,0.0,7.1,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,0,1,6,7,2,0
6,5,0,2,1,6,0,2,19,4.19,0.0,5.62,9.11,6.46,6.53,7.19,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,4,5,4,0,1,5,7,3,0
4,4,1,1,0,5,0,1,19,4.11,0.0,6.96,9.09,6.96,0.0,6.96,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,0,1,3,7,1,3
5,5,1,1,0,6,0,1,19,4.11,0.0,6.46,8.96,6.87,0.0,6.87,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,4,3,0,1,4,7,1,3
5,4,1,1,0,6,0,2,19,4.26,3.95,3.61,9.12,6.9,0.0,6.9,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,1,2,7,1,0
5,5,1,2,0,10,0,2,19,4.26,5.82,7.2,9.12,7.46,0.0,7.46,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,1,3,7,1,0
6,6,0,2,0,10,0,2,19,4.23,0.0,0.0,9.1,7.16,5.91,7.41,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,3,3,0,0,0,7,2,0
5,6,0,1,0,6,1,2,19,4.28,0.0,6.42,9.13,7.1,0.0,7.1,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,3,3,4,3,0,1,4,6,1,3
6,7,1,1,0,6,1,2,19,4.49,3.85,6.23,9.04,7.1,0.0,7.1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,3,5,7,1,2
5,5,0,1,0,5,0,1,19,3.75,0.0,6.32,9.14,6.89,0.0,6.89,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,0,1,3,7,1,3
5,6,0,1,0,5,0,1,19,4.19,4.51,5.09,9.04,6.81,0.0,6.81,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,1,4,7,1,3
5,6,1,1,0,5,0,2,19,4.28,0.0,5.2,9.06,6.83,0.0,6.83,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,4,3,0,1,5,7,1,0
5,6,0,1,1,5,0,1,19,3.75,0.0,6.57,9.48,6.93,0.0,6.93,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,0,1,3,7,1,3
5,6,1,1,0,5,0,1,19,3.75,4.74,6.33,9.51,6.84,0.0,6.84,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,1,4,7,1,3
5,6,0,1,0,6,0,0,19,4.28,0.0,6.47,8.99,6.82,0.0,6.82,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,3,3,3,3,0,1,5,7,0,2
5,7,0,1,0,6,1,1,19,4.19,0.0,6.14,8.85,7.12,0.0,7.12,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,0,1,4,7,1,0
5,6,0,1,0,6,1,1,19,4.28,0.0,6.49,9.08,6.85,0.0,6.85,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,0,2,3,7,1,0
7,4,1,2,0,9,4,2,19,4.62,4.98,6.93,9.57,7.67,6.21,7.88,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,5,4,2,4
8,5,0,2,1,9,1,2,19,4.8,5.65,0.0,9.68,7.17,7.02,7.79,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,1,7,1,0
8,5,1,2,1,9,3,3,19,4.66,6.54,7.02,9.31,7.33,7.18,7.95,0.0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,4,0,4,6,7,2,0
8,7,1,2,1,10,1,3,19,4.6,0.0,6.92,9.58,7.21,7.06,7.83,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,4,4,5,4,0,1,6,7,2,0
7,5,1,2,1,9,1,2,19,4.37,0.0,6.59,9.5,7.06,7.03,7.74,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,6,7,2,0
